region,year,enowSector,enowIndustry,establishments,employment,wages,real_wages,gdp,rgdp,cpi_ref_year
Gulf,2012,Tourism and Recreation,Amusement and Recreation Services,963,"8,619","$184,141,269 ","$251,603,740 ","$423,000,000 ","$445,000,000 ",2024
Gulf,2012,Tourism and Recreation,Boat Dealers,356,"2,373","$98,336,496 ","$134,363,309 ","$261,000,000 ","$264,000,000 ",2024
Gulf,2012,Tourism and Recreation,Eating and Drinking Places,"13,442","237,028","$3,929,227,258 ","$5,368,749,097 ","$8,208,000,000 ","$9,766,000,000 ",2024
Gulf,2012,Tourism and Recreation,Hotels and Lodging Places,"1,805","47,668","$1,248,566,046 ","$1,705,993,925 ","$3,360,000,000 ","$3,842,000,000 ",2024
Gulf,2012,Tourism and Recreation,Marinas,284,"2,782","$79,209,015 ","$108,228,235 ","$149,000,000 ","$165,000,000 ",2024
Gulf,2012,Tourism and Recreation,RV Parks and Campgrounds,176,"1,345","$29,100,199 ","$39,761,424 ","$86,000,000 ","$98,000,000 ",2024
Gulf,2012,Tourism and Recreation,Scenic Water Tours,300,"1,411","$37,525,099 ","$51,272,891 ","$75,000,000 ","$88,000,000 ",2024
Gulf,2012,Tourism and Recreation,Sporting Goods Manufacturing,31,468,"$18,294,786 ","$24,997,312 ","$40,000,000 ","$41,000,000 ",2024
Gulf,2012,Tourism and Recreation,Zoos and Aquaria,104,"2,295","$66,473,985 ","$90,827,566 ","$228,000,000 ","$260,000,000 ",2024
Gulf,2011,Living Resources,Fish Hatcheries and Aquaculture,99,381,"$12,249,826 ","$17,084,709 ","$128,000,000 ","$100,000,000 ",2024
Gulf,2011,Living Resources,Fishing,236,568,"$17,926,135 ","$25,001,400 ","$71,000,000 ","$80,000,000 ",2024
Gulf,2011,Living Resources,Seafood Markets,519,"3,864","$110,533,214 ","$154,159,556 ","$288,000,000 ","$311,000,000 ",2024
Gulf,2011,Living Resources,Seafood Processing,140,"4,393","$138,384,226 ","$193,003,081 ","$553,000,000 ","$639,000,000 ",2024
Gulf,2011,Marine Construction,Marine Related Construction,632,"15,038","$951,405,235 ","$1,326,915,260 ","$1,952,000,000 ","$2,410,000,000 ",2024
Gulf,2011,Marine Transportation,Marine Freight,152,"5,157","$423,915,731 ","$591,230,984 ","$1,869,000,000 ","$2,286,000,000 ",2024
Gulf,2011,Marine Transportation,Marine Passenger Transportation,45,695,"$48,714,169 ","$67,941,160 ","$1,188,000,000 ","$1,453,000,000 ",2024
Gulf,2011,Marine Transportation,Marine Transportation Services,783,"25,896","$1,477,003,181 ","$2,059,961,400 ","$2,705,000,000 ","$3,320,000,000 ",2024
Gulf,2011,Marine Transportation,Search and Navigation Equipment,38,"3,727","$280,645,766 ","$391,413,812 ","$542,000,000 ","$476,000,000 ",2024
Gulf,2011,Marine Transportation,Warehousing,695,"22,392","$1,012,718,387 ","$1,412,428,094 ","$2,063,000,000 ","$1,953,000,000 ",2024
Gulf,2011,Offshore Mineral Resources,"Limestone, Sand and Gravel",117,"1,114","$54,026,351 ","$75,350,005 ","$434,000,000 ","$367,000,000 ",2024
Gulf,2011,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,924","120,809","$17,785,019,044 ","$24,804,586,192 ","$118,551,000,000 ","$59,372,000,000 ",2024
Gulf,2011,Ship and Boat Building,Boat Building and Repair,233,"4,596","$189,745,914 ","$264,636,708 ","$388,000,000 ","$434,000,000 ",2024
Gulf,2011,Ship and Boat Building,Ship Building and Repair,327,"36,767","$2,103,146,025 ","$2,933,236,492 ","$3,165,000,000 ","$3,544,000,000 ",2024
Gulf,2011,Tourism and Recreation,Amusement and Recreation Services,967,"8,245","$172,525,335 ","$240,619,340 ","$399,000,000 ","$432,000,000 ",2024
Gulf,2011,Tourism and Recreation,Boat Dealers,375,"2,535","$98,350,068 ","$137,167,846 ","$260,000,000 ","$273,000,000 ",2024
Gulf,2011,Tourism and Recreation,Eating and Drinking Places,"13,570","233,979","$3,792,218,779 ","$5,288,969,179 ","$8,154,000,000 ","$10,159,000,000 ",2024
Gulf,2011,Tourism and Recreation,Hotels and Lodging Places,"1,816","47,282","$1,185,165,307 ","$1,652,938,068 ","$3,169,000,000 ","$3,767,000,000 ",2024
Gulf,2011,Tourism and Recreation,Marinas,300,"2,869","$82,092,904 ","$114,494,144 ","$154,000,000 ","$177,000,000 ",2024
Gulf,2011,Tourism and Recreation,RV Parks and Campgrounds,186,"1,308","$28,437,783 ","$39,661,889 ","$81,000,000 ","$96,000,000 ",2024
Gulf,2011,Tourism and Recreation,Scenic Water Tours,312,"1,388","$34,431,335 ","$48,021,035 ","$77,000,000 ","$95,000,000 ",2024
Gulf,2011,Tourism and Recreation,Sporting Goods Manufacturing,33,479,"$15,935,460 ","$22,225,025 ","$37,000,000 ","$39,000,000 ",2024
Gulf,2011,Tourism and Recreation,Zoos and Aquaria,108,"2,367","$68,012,378 ","$94,856,176 ","$211,000,000 ","$246,000,000 ",2024
Gulf,2010,Living Resources,Fish Hatcheries and Aquaculture,98,435,"$11,461,304 ","$16,486,837 ","$140,000,000 ","$147,000,000 ",2024
Gulf,2010,Living Resources,Fishing,213,581,"$18,030,728 ","$25,936,812 ","$73,000,000 ","$83,000,000 ",2024
Gulf,2010,Living Resources,Seafood Markets,527,"3,496","$102,066,748 ","$146,820,803 ","$267,000,000 ","$296,000,000 ",2024
Gulf,2010,Living Resources,Seafood Processing,139,"4,387","$130,372,236 ","$187,537,634 ","$548,000,000 ","$614,000,000 ",2024
Gulf,2010,Marine Construction,Marine Related Construction,619,"15,531","$931,904,542 ","$1,340,524,461 ","$1,943,000,000 ","$2,428,000,000 ",2024
Gulf,2010,Marine Transportation,Marine Freight,141,"4,717","$382,035,648 ","$549,549,989 ","$1,722,000,000 ","$1,905,000,000 ",2024
Gulf,2010,Marine Transportation,Marine Passenger Transportation,44,609,"$41,474,182 ","$59,659,712 ","$1,115,000,000 ","$1,234,000,000 ",2024
Gulf,2010,Marine Transportation,Marine Transportation Services,800,"25,497","$1,441,878,425 ","$2,074,110,825 ","$2,734,000,000 ","$3,567,000,000 ",2024
Gulf,2010,Marine Transportation,Search and Navigation Equipment,43,"3,797","$270,212,201 ","$388,694,389 ","$654,000,000 ","$553,000,000 ",2024
Gulf,2010,Marine Transportation,Warehousing,710,"21,692","$939,481,587 ","$1,351,423,876 ","$1,945,000,000 ","$1,742,000,000 ",2024
Gulf,2010,Offshore Mineral Resources,"Limestone, Sand and Gravel",120,"1,174","$56,244,037 ","$80,905,827 ","$387,000,000 ","$357,000,000 ",2024
Gulf,2010,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,850","110,992","$15,333,929,473 ","$22,057,524,790 ","$99,983,000,000 ","$55,666,000,000 ",2024
Gulf,2010,Ship and Boat Building,Boat Building and Repair,245,"4,746","$189,522,107 ","$272,623,439 ","$378,000,000 ","$428,000,000 ",2024
Gulf,2010,Ship and Boat Building,Ship Building and Repair,317,"35,914","$1,934,507,678 ","$2,782,747,315 ","$3,469,000,000 ","$3,925,000,000 ",2024
Gulf,2010,Tourism and Recreation,Amusement and Recreation Services,925,"7,613","$152,300,873 ","$219,081,501 ","$345,000,000 ","$382,000,000 ",2024
Gulf,2010,Tourism and Recreation,Boat Dealers,392,"2,550","$94,337,987 ","$135,703,147 ","$256,000,000 ","$274,000,000 ",2024
Gulf,2010,Tourism and Recreation,Eating and Drinking Places,"13,335","224,127","$3,562,344,432 ","$5,124,355,161 ","$7,818,000,000 ","$9,780,000,000 ",2024
Gulf,2010,Tourism and Recreation,Hotels and Lodging Places,"1,831","46,461","$1,131,326,544 ","$1,627,388,684 ","$3,257,000,000 ","$3,933,000,000 ",2024
Gulf,2010,Tourism and Recreation,Marinas,296,"2,624","$76,161,188 ","$109,556,217 ","$146,000,000 ","$171,000,000 ",2024
Gulf,2010,Tourism and Recreation,RV Parks and Campgrounds,184,"1,324","$27,366,688 ","$39,366,388 ","$78,000,000 ","$94,000,000 ",2024
Gulf,2010,Tourism and Recreation,Scenic Water Tours,314,"1,320","$33,986,976 ","$48,889,528 ","$76,000,000 ","$99,000,000 ",2024
Gulf,2010,Tourism and Recreation,Sporting Goods Manufacturing,29,273,"$10,530,059 ","$15,147,262 ","$28,000,000 ","$30,000,000 ",2024
Gulf,2010,Tourism and Recreation,Zoos and Aquaria,109,"2,226","$63,403,218 ","$91,204,154 ","$187,000,000 ","$219,000,000 ",2024
Gulf,2009,Living Resources,Fish Hatcheries and Aquaculture,88,392,"$12,466,654 ","$18,226,499 ","$109,000,000 ","$135,000,000 ",2024
Gulf,2009,Living Resources,Fishing,210,607,"$14,808,232 ","$21,649,932 ","$61,000,000 ","$76,000,000 ",2024
Gulf,2009,Living Resources,Seafood Markets,527,"3,581","$104,174,560 ","$152,305,291 ","$261,000,000 ","$291,000,000 ",2024
Gulf,2009,Living Resources,Seafood Processing,139,"4,516","$132,224,657 ","$193,315,093 ","$548,000,000 ","$604,000,000 ",2024
Gulf,2009,Marine Construction,Marine Related Construction,603,"15,615","$943,500,598 ","$1,379,416,742 ","$1,998,000,000 ","$2,426,000,000 ",2024
Gulf,2009,Marine Transportation,Marine Freight,134,"4,298","$349,932,249 ","$511,607,947 ","$1,609,000,000 ","$2,024,000,000 ",2024
Gulf,2009,Marine Transportation,Marine Passenger Transportation,40,836,"$55,220,527 ","$80,733,515 ","$823,000,000 ","$1,035,000,000 ",2024
Gulf,2009,Marine Transportation,Marine Transportation Services,810,"25,366","$1,424,665,606 ","$2,082,889,606 ","$2,623,000,000 ","$3,609,000,000 ",2024
Gulf,2009,Marine Transportation,Search and Navigation Equipment,40,"3,908","$278,294,230 ","$406,871,730 ","$644,000,000 ","$512,000,000 ",2024
Gulf,2009,Marine Transportation,Warehousing,710,"22,815","$1,001,739,884 ","$1,464,563,743 ","$2,175,000,000 ","$1,867,000,000 ",2024
Gulf,2009,Offshore Mineral Resources,"Limestone, Sand and Gravel",124,"1,258","$58,134,019 ","$84,993,099 ","$388,000,000 ","$393,000,000 ",2024
Gulf,2009,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,788","117,589","$15,763,124,201 ","$23,046,002,799 ","$92,818,000,000 ","$66,876,000,000 ",2024
Gulf,2009,Ship and Boat Building,Boat Building and Repair,268,"4,962","$185,687,570 ","$271,478,942 ","$444,000,000 ","$501,000,000 ",2024
Gulf,2009,Ship and Boat Building,Ship Building and Repair,335,"39,177","$2,044,005,006 ","$2,988,376,194 ","$3,366,000,000 ","$3,803,000,000 ",2024
Gulf,2009,Tourism and Recreation,Amusement and Recreation Services,883,"7,048","$143,354,682 ","$209,587,412 ","$314,000,000 ","$346,000,000 ",2024
Gulf,2009,Tourism and Recreation,Boat Dealers,412,"2,703","$100,106,304 ","$146,357,419 ","$249,000,000 ","$265,000,000 ",2024
Gulf,2009,Tourism and Recreation,Eating and Drinking Places,"12,896","222,358","$3,463,555,256 ","$5,063,787,046 ","$7,205,000,000 ","$9,055,000,000 ",2024
Gulf,2009,Tourism and Recreation,Hotels and Lodging Places,"1,792","45,946","$1,099,666,682 ","$1,607,734,680 ","$3,108,000,000 ","$3,703,000,000 ",2024
Gulf,2009,Tourism and Recreation,Marinas,311,"2,619","$78,966,189 ","$115,450,149 ","$142,000,000 ","$165,000,000 ",2024
Gulf,2009,Tourism and Recreation,RV Parks and Campgrounds,167,"1,245","$26,099,276 ","$38,157,663 ","$75,000,000 ","$89,000,000 ",2024
Gulf,2009,Tourism and Recreation,Scenic Water Tours,330,"1,339","$32,763,484 ","$47,900,869 ","$71,000,000 ","$98,000,000 ",2024
Gulf,2009,Tourism and Recreation,Sporting Goods Manufacturing,30,320,"$11,689,520 ","$17,090,313 ","$38,000,000 ","$39,000,000 ",2024
Gulf,2009,Tourism and Recreation,Zoos and Aquaria,108,"2,174","$60,717,491 ","$88,770,187 ","$190,000,000 ","$225,000,000 ",2024
Gulf,2008,Living Resources,Fish Hatcheries and Aquaculture,83,422,"$13,137,046 ","$19,145,095 ","$111,000,000 ","$103,000,000 ",2024
Gulf,2008,Living Resources,Fishing,223,652,"$16,616,689 ","$24,216,105 ","$62,000,000 ","$77,000,000 ",2024
Gulf,2008,Living Resources,Seafood Markets,532,"3,627","$103,600,049 ","$150,980,113 ","$258,000,000 ","$305,000,000 ",2024
Gulf,2008,Living Resources,Seafood Processing,143,"4,278","$111,328,667 ","$162,243,309 ","$390,000,000 ","$496,000,000 ",2024
Gulf,2008,Marine Construction,Marine Related Construction,669,"16,479","$1,015,600,718 ","$1,480,071,799 ","$2,158,000,000 ","$2,665,000,000 ",2024
Gulf,2008,Marine Transportation,Marine Freight,130,"4,361","$349,207,244 ","$508,912,395 ","$1,587,000,000 ","$1,517,000,000 ",2024
Gulf,2008,Marine Transportation,Marine Passenger Transportation,36,678,"$44,467,278 ","$64,803,779 ","$553,000,000 ","$528,000,000 ",2024
Gulf,2008,Marine Transportation,Marine Transportation Services,833,"27,867","$1,571,919,345 ","$2,290,815,130 ","$2,968,000,000 ","$4,176,000,000 ",2024
Gulf,2008,Marine Transportation,Search and Navigation Equipment,49,"4,156","$297,376,326 ","$433,377,316 ","$839,000,000 ","$626,000,000 ",2024
Gulf,2008,Marine Transportation,Warehousing,738,"24,489","$1,043,358,094 ","$1,520,523,630 ","$2,319,000,000 ","$2,018,000,000 ",2024
Gulf,2008,Offshore Mineral Resources,"Limestone, Sand and Gravel",135,"1,315","$61,533,559 ","$89,675,091 ","$453,000,000 ","$494,000,000 ",2024
Gulf,2008,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,799","124,249","$16,876,496,730 ","$24,594,731,387 ","$142,290,000,000 ","$56,679,000,000 ",2024
Gulf,2008,Ship and Boat Building,Boat Building and Repair,303,"9,230","$357,657,699 ","$521,227,550 ","$731,000,000 ","$874,000,000 ",2024
Gulf,2008,Ship and Boat Building,Ship Building and Repair,315,"42,081","$2,211,350,941 ","$3,222,682,009 ","$3,618,000,000 ","$4,328,000,000 ",2024
Gulf,2008,Tourism and Recreation,Amusement and Recreation Services,872,"6,776","$135,689,111 ","$197,744,668 ","$397,000,000 ","$459,000,000 ",2024
Gulf,2008,Tourism and Recreation,Boat Dealers,431,"3,252","$119,851,862 ","$174,664,470 ","$293,000,000 ","$318,000,000 ",2024
Gulf,2008,Tourism and Recreation,Eating and Drinking Places,"12,667","222,633","$3,416,406,475 ","$4,978,853,189 ","$6,781,000,000 ","$9,198,000,000 ",2024
Gulf,2008,Tourism and Recreation,Hotels and Lodging Places,"1,779","48,430","$1,200,285,283 ","$1,749,219,319 ","$3,622,000,000 ","$4,274,000,000 ",2024
Gulf,2008,Tourism and Recreation,Marinas,320,"2,826","$84,698,367 ","$123,434,006 ","$148,000,000 ","$177,000,000 ",2024
Gulf,2008,Tourism and Recreation,RV Parks and Campgrounds,169,"1,243","$25,734,921 ","$37,504,435 ","$79,000,000 ","$93,000,000 ",2024
Gulf,2008,Tourism and Recreation,Scenic Water Tours,343,"1,383","$33,841,530 ","$49,318,491 ","$82,000,000 ","$116,000,000 ",2024
Gulf,2008,Tourism and Recreation,Sporting Goods Manufacturing,34,352,"$13,043,336 ","$19,008,529 ","$39,000,000 ","$42,000,000 ",2024
Gulf,2008,Tourism and Recreation,Zoos and Aquaria,106,"2,325","$63,864,072 ","$93,071,432 ","$194,000,000 ","$234,000,000 ",2024
Gulf,2007,Living Resources,Fish Hatcheries and Aquaculture,83,456,"$13,436,108 ","$20,327,932 ","$130,000,000 ","$122,000,000 ",2024
Gulf,2007,Living Resources,Fishing,226,715,"$17,582,384 ","$26,600,970 ","$69,000,000 ","$84,000,000 ",2024
Gulf,2007,Living Resources,Seafood Markets,542,"3,605","$101,704,598 ","$153,872,244 ","$252,000,000 ","$305,000,000 ",2024
Gulf,2007,Living Resources,Seafood Processing,146,"4,637","$117,166,707 ","$177,265,379 ","$435,000,000 ","$598,000,000 ",2024
Gulf,2007,Marine Construction,Marine Related Construction,685,"16,207","$885,580,005 ","$1,339,823,220 ","$2,014,000,000 ","$2,499,000,000 ",2024
Gulf,2007,Marine Transportation,Marine Freight,129,"4,185","$341,486,778 ","$516,646,619 ","$1,324,000,000 ","$1,207,000,000 ",2024
Gulf,2007,Marine Transportation,Marine Passenger Transportation,38,657,"$38,928,127 ","$58,895,649 ","$401,000,000 ","$366,000,000 ",2024
Gulf,2007,Marine Transportation,Marine Transportation Services,832,"27,714","$1,535,388,984 ","$2,322,940,671 ","$2,831,000,000 ","$4,161,000,000 ",2024
Gulf,2007,Marine Transportation,Search and Navigation Equipment,48,"4,261","$287,233,809 ","$434,565,511 ","$738,000,000 ","$480,000,000 ",2024
Gulf,2007,Marine Transportation,Warehousing,658,"24,077","$984,956,209 ","$1,490,172,759 ","$1,937,000,000 ","$1,747,000,000 ",2024
Gulf,2007,Offshore Mineral Resources,"Limestone, Sand and Gravel",123,"1,331","$62,189,197 ","$94,088,090 ","$372,000,000 ","$464,000,000 ",2024
Gulf,2007,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,718","116,787","$15,257,117,738 ","$23,082,997,001 ","$117,174,000,000 ","$61,364,000,000 ",2024
Gulf,2007,Ship and Boat Building,Boat Building and Repair,306,"10,716","$400,750,389 ","$606,308,491 ","$819,000,000 ","$992,000,000 ",2024
Gulf,2007,Ship and Boat Building,Ship Building and Repair,301,"40,350","$2,028,157,122 ","$3,068,465,852 ","$3,175,000,000 ","$3,846,000,000 ",2024
Gulf,2007,Tourism and Recreation,Amusement and Recreation Services,846,"6,716","$128,665,236 ","$194,661,883 ","$285,000,000 ","$335,000,000 ",2024
Gulf,2007,Tourism and Recreation,Boat Dealers,394,"3,289","$126,581,752 ","$191,509,712 ","$315,000,000 ","$347,000,000 ",2024
Gulf,2007,Tourism and Recreation,Eating and Drinking Places,"12,158","223,028","$3,401,422,519 ","$5,146,124,397 ","$6,958,000,000 ","$9,900,000,000 ",2024
Gulf,2007,Tourism and Recreation,Hotels and Lodging Places,"1,701","47,955","$1,163,009,181 ","$1,759,554,977 ","$3,594,000,000 ","$4,369,000,000 ",2024
Gulf,2007,Tourism and Recreation,Marinas,310,"2,920","$86,593,305 ","$131,009,870 ","$155,000,000 ","$189,000,000 ",2024
Gulf,2007,Tourism and Recreation,RV Parks and Campgrounds,170,"1,279","$25,060,864 ","$37,915,410 ","$77,000,000 ","$94,000,000 ",2024
Gulf,2007,Tourism and Recreation,Scenic Water Tours,334,"1,429","$33,591,832 ","$50,822,193 ","$88,000,000 ","$130,000,000 ",2024
Gulf,2007,Tourism and Recreation,Sporting Goods Manufacturing,32,384,"$13,324,932 ","$20,159,731 ","$42,000,000 ","$45,000,000 ",2024
Gulf,2007,Tourism and Recreation,Zoos and Aquaria,103,"2,214","$60,120,757 ","$90,958,679 ","$181,000,000 ","$226,000,000 ",2024
Gulf,2006,Living Resources,Fish Hatcheries and Aquaculture,80,428,"$12,743,297 ","$19,833,190 ","$104,000,000 ","$132,000,000 ",2024
Gulf,2006,Living Resources,Fishing,246,718,"$17,260,533 ","$26,863,647 ","$70,000,000 ","$91,000,000 ",2024
Gulf,2006,Living Resources,Seafood Markets,551,"3,356","$89,276,065 ","$138,945,922 ","$224,000,000 ","$278,000,000 ",2024
Gulf,2006,Living Resources,Seafood Processing,151,"4,907","$115,744,649 ","$180,140,633 ","$469,000,000 ","$632,000,000 ",2024
Gulf,2006,Marine Construction,Marine Related Construction,673,"16,939","$803,592,961 ","$1,250,681,958 ","$1,881,000,000 ","$2,464,000,000 ",2024
Gulf,2006,Marine Transportation,Marine Freight,118,"4,120","$338,244,701 ","$526,431,372 ","$1,410,000,000 ","$1,116,000,000 ",2024
Gulf,2006,Marine Transportation,Marine Passenger Transportation,33,863,"$58,330,430 ","$90,783,295 ","$629,000,000 ","$498,000,000 ",2024
Gulf,2006,Marine Transportation,Marine Transportation Services,836,"27,273","$1,320,959,831 ","$2,055,892,358 ","$2,695,000,000 ","$4,219,000,000 ",2024
Gulf,2006,Marine Transportation,Search and Navigation Equipment,50,"4,079","$257,537,786 ","$400,822,156 ","$532,000,000 ","$306,000,000 ",2024
Gulf,2006,Marine Transportation,Warehousing,629,"22,980","$923,385,847 ","$1,437,123,115 ","$2,002,000,000 ","$1,928,000,000 ",2024
Gulf,2006,Offshore Mineral Resources,"Limestone, Sand and Gravel",114,"1,396","$65,138,529 ","$101,379,165 ","$363,000,000 ","$494,000,000 ",2024
Gulf,2006,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,542","107,565","$12,956,965,816 ","$20,165,735,825 ","$98,315,000,000 ","$54,165,000,000 ",2024
Gulf,2006,Ship and Boat Building,Boat Building and Repair,290,"10,955","$400,131,779 ","$622,750,100 ","$637,000,000 ","$780,000,000 ",2024
Gulf,2006,Ship and Boat Building,Ship Building and Repair,288,"36,415","$1,671,475,166 ","$2,601,421,284 ","$2,224,000,000 ","$2,724,000,000 ",2024
Gulf,2006,Tourism and Recreation,Amusement and Recreation Services,815,"6,544","$120,635,023 ","$187,751,827 ","$266,000,000 ","$321,000,000 ",2024
Gulf,2006,Tourism and Recreation,Boat Dealers,391,"3,235","$118,906,486 ","$185,061,598 ","$307,000,000 ","$349,000,000 ",2024
Gulf,2006,Tourism and Recreation,Eating and Drinking Places,"11,895","214,961","$3,154,644,364 ","$4,909,770,217 ","$6,819,000,000 ","$10,123,000,000 ",2024
Gulf,2006,Tourism and Recreation,Hotels and Lodging Places,"1,649","45,906","$1,076,875,526 ","$1,676,008,695 ","$3,306,000,000 ","$4,238,000,000 ",2024
Gulf,2006,Tourism and Recreation,Marinas,306,"2,665","$80,270,307 ","$124,929,698 ","$139,000,000 ","$175,000,000 ",2024
Gulf,2006,Tourism and Recreation,RV Parks and Campgrounds,174,"1,216","$23,195,835 ","$36,101,129 ","$74,000,000 ","$94,000,000 ",2024
Gulf,2006,Tourism and Recreation,Scenic Water Tours,320,"1,535","$37,880,351 ","$58,955,559 ","$97,000,000 ","$153,000,000 ",2024
Gulf,2006,Tourism and Recreation,Sporting Goods Manufacturing,36,463,"$15,528,290 ","$24,167,649 ","$49,000,000 ","$52,000,000 ",2024
Gulf,2006,Tourism and Recreation,Zoos and Aquaria,100,"1,681","$44,170,236 ","$68,744,901 ","$158,000,000 ","$207,000,000 ",2024
Gulf,2005,Living Resources,Fish Hatcheries and Aquaculture,83,433,"$13,809,550 ","$22,185,180 ","$126,000,000 ","$150,000,000 ",2024
Gulf,2005,Living Resources,Fishing,277,714,"$14,911,200 ","$23,954,992 ","$56,000,000 ","$75,000,000 ",2024
Gulf,2005,Living Resources,Seafood Markets,593,"3,705","$88,636,638 ","$142,395,637 ","$221,000,000 ","$285,000,000 ",2024
Gulf,2005,Living Resources,Seafood Processing,160,"5,298","$117,021,605 ","$187,996,368 ","$440,000,000 ","$582,000,000 ",2024
Gulf,2005,Marine Construction,Marine Related Construction,652,"15,398","$662,041,406 ","$1,063,576,074 ","$1,587,000,000 ","$2,275,000,000 ",2024
Gulf,2005,Marine Transportation,Marine Freight,111,"3,961","$293,316,448 ","$471,215,778 ","$978,000,000 ","$693,000,000 ",2024
Gulf,2005,Marine Transportation,Marine Passenger Transportation,29,740,"$39,340,775 ","$63,201,346 ","$474,000,000 ","$335,000,000 ",2024
Gulf,2005,Marine Transportation,Marine Transportation Services,828,"26,329","$1,127,369,480 ","$1,811,130,233 ","$2,232,000,000 ","$3,651,000,000 ",2024
Gulf,2005,Marine Transportation,Search and Navigation Equipment,45,"4,089","$246,477,334 ","$395,968,278 ","$481,000,000 ","$245,000,000 ",2024
Gulf,2005,Marine Transportation,Warehousing,624,"22,212","$898,381,780 ","$1,443,259,225 ","$2,026,000,000 ","$1,949,000,000 ",2024
Gulf,2005,Offshore Mineral Resources,"Limestone, Sand and Gravel",106,"1,281","$57,654,577 ","$92,622,649 ","$291,000,000 ","$464,000,000 ",2024
Gulf,2005,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,414","99,483","$11,410,550,614 ","$18,331,162,538 ","$86,759,000,000 ","$47,436,000,000 ",2024
Gulf,2005,Ship and Boat Building,Boat Building and Repair,292,"10,665","$372,246,559 ","$598,017,783 ","$673,000,000 ","$848,000,000 ",2024
Gulf,2005,Ship and Boat Building,Ship Building and Repair,286,"34,371","$1,484,654,317 ","$2,385,111,860 ","$2,272,000,000 ","$2,862,000,000 ",2024
Gulf,2005,Tourism and Recreation,Amusement and Recreation Services,815,"6,374","$115,029,208 ","$184,795,562 ","$248,000,000 ","$308,000,000 ",2024
Gulf,2005,Tourism and Recreation,Boat Dealers,422,"3,236","$109,939,061 ","$176,618,191 ","$284,000,000 ","$331,000,000 ",2024
Gulf,2005,Tourism and Recreation,Eating and Drinking Places,"11,896","214,371","$2,959,042,565 ","$4,753,731,179 ","$6,521,000,000 ","$9,997,000,000 ",2024
Gulf,2005,Tourism and Recreation,Hotels and Lodging Places,"1,721","51,236","$1,110,467,723 ","$1,783,977,393 ","$3,170,000,000 ","$4,216,000,000 ",2024
Gulf,2005,Tourism and Recreation,Marinas,331,"2,781","$79,933,975 ","$128,414,722 ","$139,000,000 ","$179,000,000 ",2024
Gulf,2005,Tourism and Recreation,RV Parks and Campgrounds,168,"1,244","$22,961,497 ","$36,887,874 ","$68,000,000 ","$90,000,000 ",2024
Gulf,2005,Tourism and Recreation,Scenic Water Tours,322,"1,925","$44,380,168 ","$71,297,181 ","$97,000,000 ","$159,000,000 ",2024
Gulf,2005,Tourism and Recreation,Sporting Goods Manufacturing,38,500,"$17,366,570 ","$27,899,567 ","$52,000,000 ","$55,000,000 ",2024
Gulf,2005,Tourism and Recreation,Zoos and Aquaria,96,"1,763","$43,033,655 ","$69,133,993 ","$143,000,000 ","$195,000,000 ",2024
Gulf,2004,Living Resources,Fish Hatcheries and Aquaculture,80,488,"$13,373,123 ","$22,207,172 ","$145,000,000 ","$144,000,000 ",2024
Gulf,2004,Living Resources,Fishing,301,745,"$15,215,255 ","$25,266,184 ","$60,000,000 ","$82,000,000 ",2024
Gulf,2004,Living Resources,Seafood Markets,596,"3,941","$88,249,825 ","$146,546,097 ","$225,000,000 ","$298,000,000 ",2024
Gulf,2004,Living Resources,Seafood Processing,161,"5,838","$137,717,194 ","$228,690,735 ","$536,000,000 ","$723,000,000 ",2024
Gulf,2004,Marine Construction,Marine Related Construction,646,"14,507","$605,375,996 ","$1,005,276,661 ","$1,460,000,000 ","$2,324,000,000 ",2024
Gulf,2004,Marine Transportation,Marine Freight,106,"4,003","$276,042,451 ","$458,391,208 ","$1,003,000,000 ","$602,000,000 ",2024
Gulf,2004,Marine Transportation,Marine Passenger Transportation,24,541,"$30,249,238 ","$50,231,350 ","$639,000,000 ","$384,000,000 ",2024
Gulf,2004,Marine Transportation,Marine Transportation Services,833,"25,562","$1,049,744,228 ","$1,743,186,678 ","$1,970,000,000 ","$3,303,000,000 ",2024
Gulf,2004,Marine Transportation,Search and Navigation Equipment,37,"4,035","$234,234,730 ","$388,966,045 ","$437,000,000 ","$204,000,000 ",2024
Gulf,2004,Marine Transportation,Warehousing,585,"21,154","$783,277,730 ","$1,300,697,129 ","$1,867,000,000 ","$1,782,000,000 ",2024
Gulf,2004,Offshore Mineral Resources,"Limestone, Sand and Gravel",102,"1,370","$58,568,602 ","$97,257,985 ","$223,000,000 ","$447,000,000 ",2024
Gulf,2004,Offshore Mineral Resources,Oil and Gas Exploration and Product,"2,360","95,197","$9,807,347,603 ","$16,285,907,772 ","$69,131,000,000 ","$49,982,000,000 ",2024
Gulf,2004,Ship and Boat Building,Boat Building and Repair,294,"9,668","$334,973,159 ","$556,250,498 ","$554,000,000 ","$718,000,000 ",2024
Gulf,2004,Ship and Boat Building,Ship Building and Repair,279,"35,680","$1,464,552,263 ","$2,432,009,555 ","$1,964,000,000 ","$2,544,000,000 ",2024
