LAND_YEAR,COMMON_NAME,total_live_lbs,total_dollars,n_dealers,is_confidential
2007,"SNAPPER, MUTTON",99299.59,203781.85,53,FALSE
2007,"SNAPPER, RED",3086169.64,9828577.68,85,FALSE
2007,"SNAPPER, VERMILION",2390393.5300000003,5346569.11,83,FALSE
2007,"SNAPPER, YELLOWTAIL",317628.09,767163.24,52,FALSE
2007,"TRIGGERFISH, GRAY",38486.4,33925.8,22,FALSE
2008,"AMBERJACK, GREATER",433632.57,508960.46,93,FALSE
2008,COBIA,68254.13,171242.615,103,FALSE
2008,"GROUPER, GAG",1479601.57,4910125.75,118,FALSE
2008,"GROUPER, RED",5558882.34,13425154.58,118,FALSE
2008,"GROUPER, YELLOWEDGE",933036.1,2964358.32,49,FALSE
2008,HOGFISH,24090.31,77303.63,47,FALSE
2008,"MACKEREL, KING",2156059.62,3102676.45,88,FALSE
2008,"MACKEREL, SPANISH",1299512.28,882643.85,87,FALSE
2008,SCAMP,323032.73,1031271.24,91,FALSE
2008,"SNAPPER, GRAY",150491.13,323060.95,118,FALSE
2008,"SNAPPER, MUTTON",51020.12,105747.75,50,FALSE
2008,"SNAPPER, RED",2464402.25,8251417.53,78,FALSE
2008,"SNAPPER, VERMILION",2814200.18,6654359.355,84,FALSE
2008,"SNAPPER, YELLOWTAIL",332802.18,797685.24,49,FALSE
2008,"TRIGGERFISH, GRAY",27361.36,25387.66,26,FALSE
2009,"AMBERJACK, GREATER",595816.12,635683.9,85,FALSE
2009,COBIA,62150.200000000004,158917.98,106,FALSE
2009,"GROUPER, GAG",840294.87,2798223.97,114,FALSE
2009,"GROUPER, RED",4355691.71,10414803.790000001,130,FALSE
2009,"GROUPER, YELLOWEDGE",958161.49,2833239.57,47,FALSE
2009,HOGFISH,32066.54,100996.34,52,FALSE
2009,"MACKEREL, KING",2851887.1,3464111.02,99,FALSE
2009,"MACKEREL, SPANISH",1815727.32,948298.13,92,FALSE
2009,SCAMP,295224.46,966723.56,87,FALSE
2009,"SNAPPER, GRAY",180843.32,372509.33,136,FALSE
2009,"SNAPPER, MUTTON",41745.83,88933.08,45,FALSE
2009,"SNAPPER, RED",2500791.75,7982523.42,79,FALSE
2009,"SNAPPER, VERMILION",3793171.19,8236859.59,90,FALSE
2009,"SNAPPER, YELLOWTAIL",685743.9400000001,1496094.1208,60,FALSE
2009,"TRIGGERFISH, GRAY",19475.88,20512.420000000002,25,FALSE
2010,"AMBERJACK, GREATER",520882.25,546099.6900000001,76,FALSE
2010,COBIA,81637.62,260380.44,95,FALSE
2010,"GROUPER, GAG",582080.11,2106987.11,88,FALSE
2010,"GROUPER, RED",3470137.22,8947544.41,90,FALSE
2010,"GROUPER, YELLOWEDGE",524737.14,1707674.4,40,FALSE
2010,HOGFISH,34779.29,119871.06,44,FALSE
2010,"MACKEREL, KING",2262617.92,3148922.86,69,FALSE
2010,"MACKEREL, SPANISH",1251654.42,831090.68,85,FALSE
2010,SCAMP,184407.55000000002,638488.71,66,FALSE
2010,"SNAPPER, GRAY",101362.7,255567.867,115,FALSE
2010,"SNAPPER, MUTTON",51262.450000000004,104707.97,43,FALSE
2010,"SNAPPER, RED",3319537.27,10340966.08,85,FALSE
2010,"SNAPPER, VERMILION",2101213.77,5074279.9666,71,FALSE
2010,"SNAPPER, YELLOWTAIL",364230.37,968100.99,53,FALSE
2010,"TRIGGERFISH, GRAY",11695.6,13054.05,18,FALSE
2011,"AMBERJACK, GREATER",497775.71,586482.29,77,FALSE
2011,COBIA,68118.08,219241.5,102,FALSE
2011,"GROUPER, GAG",371522.19,1444568.61,81,FALSE
2011,"GROUPER, RED",5593727.37,15038652.1,93,FALSE
2011,"GROUPER, YELLOWEDGE",647406.93,2184740.82,33,FALSE
2011,HOGFISH,45220.63,171182.09,50,FALSE
2011,"MACKEREL, KING",2547655.18,3797206.29,71,FALSE
2011,"MACKEREL, SPANISH",1319905.45,933232.24,94,FALSE
2011,SCAMP,169594.13,603064.856,69,FALSE
2011,"SNAPPER, GRAY",181665.16,433377.82,115,FALSE
2011,"SNAPPER, MUTTON",90299.15,206363.19,47,FALSE
2011,"SNAPPER, RED",3562086.86,11430676.27,85,FALSE
2011,"SNAPPER, VERMILION",3141431.08,8122361.738,82,FALSE
2011,"SNAPPER, YELLOWTAIL",429604.27,1172093.972,63,FALSE
2011,"TRIGGERFISH, GRAY",15897.4,18171.19,20,FALSE
2012,"AMBERJACK, GREATER",301757.99,362639.63,73,FALSE
2012,COBIA,53357.55,143421.803,115,FALSE
2012,"GROUPER, GAG",620540.22,2468724.558,87,FALSE
2012,"GROUPER, RED",6129731.68,16706110.975,99,FALSE
2012,"GROUPER, YELLOWEDGE",791053.84,2940581.37,40,FALSE
2012,HOGFISH,42669.33,166887.63,48,FALSE
2012,"MACKEREL, KING",2531194.4,4014889.86,80,FALSE
2012,"MACKEREL, SPANISH",1652246.98,1382686.66,116,FALSE
2012,SCAMP,293976.35,1082541.48,85,FALSE
2012,"SNAPPER, GRAY",168551.02,408236.4298,128,FALSE
2012,"SNAPPER, MUTTON",82402.34,192100.75,55,FALSE
2012,"SNAPPER, RED",4034210.12,13677352,91,FALSE
2012,"SNAPPER, VERMILION",2433088.72,6575015.214,91,FALSE
2012,"SNAPPER, YELLOWTAIL",395972.44,1129403.37,70,FALSE
2012,"TRIGGERFISH, GRAY",8997.14,10659,17,FALSE
2013,"AMBERJACK, GREATER",458567.11,641320.97,79,FALSE
2013,COBIA,82174.18000000001,281707.2,115,FALSE
2013,"GROUPER, GAG",692901.47,2874286.82,88,FALSE
2013,"GROUPER, RED",5403468.94,16356719.138,102,FALSE
2013,"GROUPER, YELLOWEDGE",783035.2,3037000.83,46,FALSE
2013,HOGFISH,23818.41,96973.1,43,FALSE
2013,"MACKEREL, KING",2358937.47,4446543.15,62,FALSE
2013,"MACKEREL, SPANISH",1333219.48,1332642.3900000001,109,FALSE
2013,SCAMP,293386.43,1122985.33,86,FALSE
2013,"SNAPPER, GRAY",134324.76,338771.5,116,FALSE
2013,"SNAPPER, MUTTON",111405.95,260064.81,50,FALSE
2013,"SNAPPER, RED",5483810.94,21040157.02,89,FALSE
2013,"SNAPPER, VERMILION",1423777.91,4040389.916,79,FALSE
2013,"SNAPPER, YELLOWTAIL",394152.88,1007303.67,66,FALSE
2013,"TRIGGERFISH, GRAY",6906.78,9537.81,25,FALSE
2014,"AMBERJACK, GREATER",483072.35000000003,697602.38,80,FALSE
2014,COBIA,78396.94,254760.342,117,FALSE
2014,"GROUPER, GAG",685689.8200000001,2893668.724,101,FALSE
2014,"GROUPER, RED",6500123.55,21042429.364,114,FALSE
2014,"GROUPER, YELLOWEDGE",897796.65,3577555.21,42,FALSE
2014,HOGFISH,37100.1,158068.64800000002,49,FALSE
2014,"MACKEREL, KING",3081321.79,5471994.677,76,FALSE
2014,"MACKEREL, SPANISH",841068.98,893437.7,106,FALSE
2014,SCAMP,194930,756929.8954,91,FALSE
2014,"SNAPPER, GRAY",198897,547336.092,129,FALSE
2014,"SNAPPER, MUTTON",129382.73000000001,321259.926,55,FALSE
2014,"SNAPPER, RED",5693623,23096057.818,100,FALSE
2014,"SNAPPER, VERMILION",1746852.74,4901027.764,90,FALSE
2014,"SNAPPER, YELLOWTAIL",466968.04000000004,1363269.2425,72,FALSE
2014,"TRIGGERFISH, GRAY",22597.35,41381.81,60,FALSE
2015,"AMBERJACK, GREATER",456928.87,672106.68,79,FALSE
2015,COBIA,70160.69,229042.253,118,FALSE
2015,"GROUPER, GAG",636014.72,2772804.602,98,FALSE
2015,"GROUPER, RED",5557858.82,18785597.423,108,FALSE
2015,"GROUPER, YELLOWEDGE",841364.51,3422479.69,43,FALSE
2015,HOGFISH,28394.95,127260.122,59,FALSE
2015,"MACKEREL, KING",2376596.2800000003,4093942.9,81,FALSE
2015,"MACKEREL, SPANISH",1070715.64,1160956.95,101,FALSE
2015,SCAMP,206603.84,818472.9400000001,92,FALSE
2015,"SNAPPER, GRAY",164783.96,440082.838,131,FALSE
2015,"SNAPPER, MUTTON",123255.03,312518.27,51,FALSE
2015,"SNAPPER, RED",6791229.29,27598411.245,109,FALSE
2015,"SNAPPER, VERMILION",1352127.98,3885864.668,99,FALSE
2015,"SNAPPER, YELLOWTAIL",504192.73,1481881.1,78,FALSE
2015,"TRIGGERFISH, GRAY",47491.44,91601.11,77,FALSE
2016,"AMBERJACK, GREATER",437102.09,725852.28,77,FALSE
2016,COBIA,75255.35,280568.43,110,FALSE
2016,"GROUPER, GAG",1076987.97,4697975.1,96,FALSE
2016,"GROUPER, RED",5210093.38,17803367.574,101,FALSE
2016,"GROUPER, YELLOWEDGE",829777.38,3356797.45,35,FALSE
2016,HOGFISH,30746.280000000002,139180.19,47,FALSE
2016,"MACKEREL, KING",2686759.71,5071822.98,81,FALSE
2016,"MACKEREL, SPANISH",1232699.56,1218253.3,88,FALSE
2016,SCAMP,333938.2,1313557.409,84,FALSE
2016,"SNAPPER, GRAY",156190.67,426801.354,134,FALSE
2016,"SNAPPER, MUTTON",78145.67,200819.036,52,FALSE
2016,"SNAPPER, RED",6660367.67,26934214.644,101,FALSE
2016,"SNAPPER, VERMILION",1565634.56,4426826.193,98,FALSE
2016,"SNAPPER, YELLOWTAIL",317793.84,900615.05,77,FALSE
2016,"TRIGGERFISH, GRAY",59094.520000000004,111246.79,81,FALSE
2017,"AMBERJACK, GREATER",453730.01,784006.2,84,FALSE
2017,COBIA,73461.27,273873.41,111,FALSE
2017,"GROUPER, GAG",576964.88,2572316.935,90,FALSE
2017,"GROUPER, RED",3860708.98,14082500.73,97,FALSE
2017,"GROUPER, YELLOWEDGE",787412.84,3216968.79,37,FALSE
2017,HOGFISH,17838.39,80522.29,42,FALSE
2017,"MACKEREL, KING",2782539.86,5185208.71,83,FALSE
2017,"MACKEREL, SPANISH",629178.16,671643.16,101,FALSE
2017,SCAMP,190951.74,784671.682,84,FALSE
2017,"SNAPPER, GRAY",136854.35,381882.872,125,FALSE
2017,"SNAPPER, MUTTON",125729.65000000001,344143.42,58,FALSE
2017,"SNAPPER, RED",6879936.32,28351406.812,114,FALSE
2017,"SNAPPER, VERMILION",1612855.57,4494302.808,104,FALSE
2017,"SNAPPER, YELLOWTAIL",687627.1,1944225.59,77,FALSE
2017,"TRIGGERFISH, GRAY",62645.17,123499.31,84,FALSE
2018,"AMBERJACK, GREATER",325840.79,587149.67,64,FALSE
2018,COBIA,40968.22,141077.84,100,FALSE
2018,"GROUPER, GAG",579566.09,2779848.52,93,FALSE
2018,"GROUPER, RED",2749079.16,11146191.48,90,FALSE
2018,"GROUPER, YELLOWEDGE",759924.23,3304085.98,42,FALSE
2018,HOGFISH,11004.16,50817.735,33,FALSE
2018,"MACKEREL, KING",2917124.97,5578669.7,70,FALSE
2018,"MACKEREL, SPANISH",1150890.26,849415.85,92,FALSE
2018,SCAMP,168197.35,757644.71,92,FALSE
2018,"SNAPPER, GRAY",111893.46,337935.403,118,FALSE
2018,"SNAPPER, MUTTON",138751.77,372085.88,57,FALSE
2018,"SNAPPER, RED",6847569.83,28967497.922000002,118,FALSE
2018,"SNAPPER, VERMILION",1399415.77,3994353.983,103,FALSE
2018,"SNAPPER, YELLOWTAIL",532941.99,1752815.09,79,FALSE
2018,"TRIGGERFISH, GRAY",64655.05,130930.83,83,FALSE
2019,"AMBERJACK, GREATER",361238.75,659462.95,74,FALSE
2019,COBIA,43022.75,164266.865,108,FALSE
2019,"GROUPER, GAG",626525.09,3224184.8798,97,FALSE
2019,"GROUPER, RED",2364789.2800000003,10630060.28,97,FALSE
2019,"GROUPER, YELLOWEDGE",984166.74,4759790.55,52,FALSE
2019,HOGFISH,10595.27,52835.96,31,FALSE
2019,"MACKEREL, KING",2635226.2800000003,5248809.15,69,FALSE
2019,"MACKEREL, SPANISH",895490.39,772042.99,84,FALSE
2019,SCAMP,131108.03,622517.24,89,FALSE
2019,"SNAPPER, GRAY",114162.62,370578.237,114,FALSE
2019,"SNAPPER, MUTTON",59199.75,171002.785,49,FALSE
2019,"SNAPPER, RED",7506936.66,32181472.754,118,FALSE
2019,"SNAPPER, VERMILION",1306418.85,3809334.3157,113,FALSE
2019,"SNAPPER, YELLOWTAIL",490576.78,1495125.2357,74,FALSE
2019,"TRIGGERFISH, GRAY",62373.020000000004,135785.275,83,FALSE
2020,"AMBERJACK, GREATER",311484.43,606098.526,76,FALSE
2020,COBIA,34937.53,124284.49,90,FALSE
2020,"GROUPER, GAG",509248.87,2827145.854,91,FALSE
2020,"GROUPER, RED",2484731.29,12023000.244,89,FALSE
2020,"GROUPER, YELLOWEDGE",709701.42,3447134.97,41,FALSE
2020,HOGFISH,8880.01,45417.372,30,FALSE
2020,"MACKEREL, KING",2178965.68,4398387.698,80,FALSE
2020,"MACKEREL, SPANISH",523239.85,533017.38,81,FALSE
2020,SCAMP,124864.6,660602.782,85,FALSE
2020,"SNAPPER, GRAY",87635.13,285660.18,107,FALSE
2020,"SNAPPER, MUTTON",59665.66,181710.36000000002,44,FALSE
2020,"SNAPPER, RED",7286593.93,30970775.7,116,FALSE
2020,"SNAPPER, VERMILION",838818.38,2575916.52,98,FALSE
2020,"SNAPPER, YELLOWTAIL",211741.33000000002,631243.74,60,FALSE
2020,"TRIGGERFISH, GRAY",52692.12,114141.636,77,FALSE
2021,"AMBERJACK, GREATER",328088.28,676666.659,72,FALSE
2021,COBIA,31184.81,116122.93000000001,80,FALSE
2021,"GROUPER, GAG",601540.41,3521085.772,90,FALSE
2021,"GROUPER, RED",3094448.5500000003,15538098.61,89,FALSE
2021,"GROUPER, YELLOWEDGE",721357.06,3871495.8,34,FALSE
2021,HOGFISH,11137.07,58677.48,34,FALSE
2021,"MACKEREL, KING",2131639.81,4802595.09,62,FALSE
2021,"MACKEREL, SPANISH",421865.01,484745.09,76,FALSE
2021,SCAMP,135686.06,783296.344,80,FALSE
2021,"SNAPPER, GRAY",99719.37,328030.479,104,FALSE
2021,"SNAPPER, MUTTON",56509.590000000004,187632.67,46,FALSE
2021,"SNAPPER, RED",7312268.33,32358744.752,105,FALSE
2021,"SNAPPER, VERMILION",770688.17,2577220.6636,88,FALSE
2021,"SNAPPER, YELLOWTAIL",227503.53,847244.438,56,FALSE
2021,"TRIGGERFISH, GRAY",44935.49,107920.349,79,FALSE
2022,"AMBERJACK, GREATER",278613.64,664595.064,60,FALSE
2022,COBIA,27927.91,109699.3776,78,FALSE
2022,"GROUPER, GAG",735803.9500000001,4837136.368,80,FALSE
2022,"GROUPER, RED",2542782.42,14599614.711,78,FALSE
2022,"GROUPER, YELLOWEDGE",485573.07,2995435.63,38,FALSE
2022,HOGFISH,9036.39,54450.112,22,FALSE
2022,"MACKEREL, KING",1618564.34,4281027.21,61,FALSE
2022,"MACKEREL, SPANISH",359384.5,474269.2,64,FALSE
2022,SCAMP,128370.69,833260.399,76,FALSE
2022,"SNAPPER, GRAY",110886.36,397967.6734,94,FALSE
2022,"SNAPPER, MUTTON",63507.07,234074.49,41,FALSE
2022,"SNAPPER, RED",7249879.73,36283777.567,103,FALSE
2022,"SNAPPER, VERMILION",870605.16,3300746.734,88,FALSE
2022,"SNAPPER, YELLOWTAIL",294543.08,1172677.1300000001,62,FALSE
2022,"TRIGGERFISH, GRAY",45265.67,121933.747,72,FALSE
2023,"AMBERJACK, GREATER",135371.52,339487.42960000003,42,FALSE
2023,COBIA,22361.600000000002,87051.857,67,FALSE
2023,"GROUPER, GAG",250337.14,1749024.96,74,FALSE
2023,"GROUPER, RED",2611251.25,15700862.8422,76,FALSE
2023,"GROUPER, YELLOWEDGE",544274.3200000001,3523959.75,32,FALSE
2023,HOGFISH,8950.050000000001,62279.9828,26,FALSE
2023,"MACKEREL, KING",1606532.66,4175623.6,57,FALSE
2023,"MACKEREL, SPANISH",265863.31,367659.85,59,FALSE
2023,SCAMP,116366.07,796879.83,76,FALSE
2023,"SNAPPER, GRAY",106459.71,418752.384,103,FALSE
2023,"SNAPPER, MUTTON",93823.74,340180.536,46,FALSE
2023,"SNAPPER, RED",7837667.08,42326642.336,102,FALSE
2023,"SNAPPER, VERMILION",1048685.7,3877466.93,90,FALSE
2023,"SNAPPER, YELLOWTAIL",218193.54,876901.0608,63,FALSE
2023,"TRIGGERFISH, GRAY",54410.450000000004,159041.623,66,FALSE
2024,"AMBERJACK, GREATER",57505.9,166118.791,52,FALSE
2024,COBIA,16550.87,65934.01,58,FALSE
2024,"GROUPER, GAG",150973.22,1086041.792,60,FALSE
2024,"GROUPER, RED",2683884.46,16168838.316,72,FALSE
2024,"GROUPER, YELLOWEDGE",388229.07,2517956.8,38,FALSE
2024,HOGFISH,7468.32,53621.8,22,FALSE
2024,"MACKEREL, KING",1391093.78,4106899.19,52,FALSE
2024,"MACKEREL, SPANISH",405180.63,546380.02,63,FALSE
2024,SCAMP,84976.37,578062.25,69,FALSE
2024,"SNAPPER, GRAY",102033.31,406034.78,100,FALSE
2024,"SNAPPER, MUTTON",84739.76000000001,337460.7608,50,FALSE
2024,"SNAPPER, RED",7900721.48,42677259.3196,100,FALSE
2024,"SNAPPER, VERMILION",1125511.33,4113966.2956,88,FALSE
2024,"SNAPPER, YELLOWTAIL",228703.5,971516.2927,61,FALSE
2024,"TRIGGERFISH, GRAY",52106.46,158954.8922,62,FALSE
2025,"AMBERJACK, GREATER",78538.56,184232.67,52,FALSE
2025,COBIA,15682.83,55359.45,47,FALSE
2025,"GROUPER, GAG",104281.04000000001,774304.02,60,FALSE
2025,"GROUPER, RED",1399233.11,8673215.118,61,FALSE
2025,"GROUPER, YELLOWEDGE",279788.4,1871889.98,34,FALSE
2025,HOGFISH,8573.6,75390.49,14,FALSE
2025,"MACKEREL, KING",717172.91,2229943.32,43,FALSE
2025,"MACKEREL, SPANISH",266634.43,413183.93,54,FALSE
2025,SCAMP,66458.92,461127.636,69,FALSE
2025,"SNAPPER, GRAY",54708.98,220136.72,84,FALSE
2025,"SNAPPER, MUTTON",77628.6,318489.39,33,FALSE
2025,"SNAPPER, RED",6717342.69,37569920.568,91,FALSE
2025,"SNAPPER, VERMILION",815436.17,3084452.904,78,FALSE
2025,"SNAPPER, YELLOWTAIL",124921.62,553117.8268,42,FALSE
2025,"TRIGGERFISH, GRAY",25106.71,77384.045,61,FALSE
