LAND_YEAR,SPECIES_ITIS,COMMON_NAME,total_live_lbs,total_dollars,n_dealers,is_confidential
1993,167699,"GROUPER, YELLOWEDGE",810356.5037900128,1350988.0411779769,86,FALSE
1993,167700,"HIND, RED",12608.0738790932,14551.11047439127,33,FALSE
1993,167702,"GROUPER, RED",7437684.418377559,11696647.680014499,209,FALSE
1993,167703,"GROUPER, MISTY",2043.3399999999995,35,2,TRUE
1993,167704,"GROUPER, WARSAW",137470.08712878256,180001.11681210416,93,FALSE
1993,167705,"GROUPER, SNOWY",131460.988,211164.34,62,FALSE
1993,167706,"GROUPER, NASSAU",942.8200000000002,2018.4700000000003,10,FALSE
1993,167740,"GROUPER, CONEY",898.76,4545.72,7,FALSE
1993,167744,"GROUPER, MARBLED",43667,59308,12,FALSE
1993,167759,"GROUPER, GAG",1751063.306980692,3565244.748317699,157,FALSE
1993,167760,"GROUPER, BLACK",492805.38197679364,885034.0600410951,145,FALSE
1993,167763,SCAMP,365295.972124105,709987.6884725537,133,FALSE
1993,167764,"GROUPER, YELLOWFIN",3137.603339882122,5606.332888015717,28,FALSE
1993,167806,"HAMLET, BUTTER",368,6,15,FALSE
1993,167820,"BASS, PEPPERMINT",25,0,2,TRUE
1993,167852,"BASS, LANTERN",44,0,6,FALSE
1993,167859,TOBACCOFISH,80,0,5,FALSE
1993,167860,"BASS, HARLEQUIN",442,0,12,FALSE
1993,167861,"BASS, CHALK",99,0,4,FALSE
1993,168178,BIGEYE,661,992,2,TRUE
1993,168181,"SNAPPER, GLASSEYE",5,0,3,FALSE
1993,168204,FLAMEFISH,981,0,18,FALSE
1993,168543,"TILEFISH, BLUELINE",92561.69532002753,77608.03712749484,67,FALSE
1993,168544,"TILEFISH, GOLDFACE",29648,33198,2,TRUE
1993,168546,"TILEFISH, GOLDEN",288261.72,303263.98,73,FALSE
1993,168548,"TILEFISH, SAND",261.56,128.76,2,TRUE
1993,168566,COBIA,235172.20435735208,346196.0603582308,220,FALSE
1993,168602,"POMPANO, AFRICAN",10197,6088.25,15,FALSE
1993,168609,"JACK, CREVALLE",1717550.9218708854,540636.5646666802,136,FALSE
1993,168610,"JACK, HORSE-EYE",4510,1792.2,5,FALSE
1993,168612,"RUNNER, BLUE",1491913.3693799276,557731.9237769018,75,FALSE
1993,168615,"JACK, BAR",65,13,2,TRUE
1993,168689,"AMBERJACK, GREATER",1035205.0378840951,852298.9025604603,175,FALSE
1993,168690,"AMBERJACK, LESSER",27958.68,21211.860000000004,25,FALSE
1993,168691,"JACK, ALMACO",24154.8,20726.73,19,FALSE
1993,168693,"RUDDERFISH, BANDED",6476.08,4941.81,2,TRUE
1993,168738,"RUNNER, RAINBOW",682,506,3,FALSE
1993,168791,DOLPHIN,272305.2,334305.19,115,FALSE
1993,168847,"SNAPPER, CUBERA",844.41,1223,9,FALSE
1993,168848,"SNAPPER, GRAY",375896.366581729,553195.9249848004,231,FALSE
1993,168849,"SNAPPER, MUTTON",238099.12301810662,370631.1598066073,120,FALSE
1993,168850,SCHOOLMASTER,29.97,33.03,2,TRUE
1993,168852,"SNAPPER, BLACKFIN",1398.4299999999998,2584.2500000000005,8,FALSE
1993,168853,"SNAPPER, RED",3419293.258912707,6618004.489912552,212,FALSE
1993,168857,"SNAPPER, DOG",161.88860294117646,180.3220588235294,8,FALSE
1993,168858,"SNAPPER, MAHOGANY",191,260,1,TRUE
1993,168860,"SNAPPER, LANE",107812.63002023962,125392.64763924871,140,FALSE
1993,168861,"SNAPPER, SILK",144203.14819178722,266109.091729218,66,FALSE
1993,168899,"SNAPPER, BLACK",2237.7599999999998,2562.52,3,FALSE
1993,168902,"SNAPPER, QUEEN",65285.76,122443.74,17,FALSE
1993,168907,"SNAPPER, YELLOWTAIL",1041339.7476647213,1897272.984454281,110,FALSE
1993,168909,"SNAPPER, VERMILION",2722731.9245437444,4177447.458126016,164,FALSE
1993,168913,WENCHMAN,3921.19,376.5,4,FALSE
1993,169007,TRIPLETAIL,744,481.89,22,FALSE
1993,169060,MARGATE,142,46,1,TRUE
1993,169065,"GRUNT, FRENCH",14,0,1,TRUE
1993,169067,COTTONWICK,2,0,1,TRUE
1993,169086,PORKFISH,2582,98,15,FALSE
1993,169200,"PORGY, WHITEBONE",4,3,1,TRUE
1993,169207,"PORGY, RED",5181,4891,4,FALSE
1993,169290,"DRUM, RED",85588,107244,15,FALSE
1993,169314,JACKKNIFE-FISH,429,456,15,FALSE
1993,169317,"DRUM, SPOTTED",9,0,3,FALSE
1993,169421,"GOATFISH, SPOTTED",11,0,2,TRUE
1993,169539,"SPADEFISH, ATLANTIC",30697,5445.81,36,FALSE
1993,169556,"BUTTERFLYFISH, SPOTFIN",155,6,15,FALSE
1993,169558,"BUTTERFLYFISH, FOUREYE",1710,16,22,FALSE
1993,169563,"BUTTERFLYFISH, BANDED",51,0,13,FALSE
1993,169593,"BUTTERFLYFISH, LONGSNOUT",91,0,3,FALSE
1993,169611,CHERUBFISH,983,150,7,FALSE
1993,169623,"ANGELFISH, QUEEN",1551,1384,23,FALSE
1993,169625,"BEAUTY, ROCK",4001,2387,18,FALSE
1993,169632,"ANGELFISH, GRAY",1494,555,19,FALSE
1993,169633,"ANGELFISH, FRENCH",596,442,20,FALSE
1993,170046,"MAJOR, SERGEANT",170,0,8,FALSE
1993,170080,"CHROMIS, BLUE",713,0,11,FALSE
1993,170082,SUNSHINEFISH,5,0,3,FALSE
1993,170116,"DAMSELFISH, YELLOWTAIL",342,0,11,FALSE
1993,170224,"HAWKFISH, REDSPOTTED",11,0,4,FALSE
1993,170484,"HOGFISH, SPANISH",459,0,12,FALSE
1993,170496,"WRASSE, CREOLE",99,0,6,FALSE
1993,170506,"WRASSE, YELLOWHEAD",338,3,8,FALSE
1993,170507,"WRASSE, CLOWN",4,0,2,TRUE
1993,170510,PUDDINGWIFE,213,0,7,FALSE
1993,170566,HOGFISH,87637.29578707826,122714.20588015806,83,FALSE
1993,170568,BLUEHEAD,1822,0,15,FALSE
1993,170811,"PARROTFISH, BLUE",16,0,3,FALSE
1993,170815,"PARROTFISH, PRINCESS",1,0,1,TRUE
1993,170816,"PARROTFISH, QUEEN",39,60,2,TRUE
1993,170863,"PARROTFISH, REDBAND",4,0,2,TRUE
1993,170867,"PARROTFISH, STOPLIGHT",27,0,6,FALSE
1993,170928,"JAWFISH, YELLOWHEAD",2086,0,12,FALSE
1993,170932,"JAWFISH, DUSKY",387,0,9,FALSE
1993,171203,"BLENNY, REDLIP",70,120,9,FALSE
1993,172252,"SURGEON, OCEAN",207,415,12,FALSE
1993,172253,DOCTORFISH,53,8,6,FALSE
1993,172254,"TANG, BLUE",616,59,18,FALSE
1993,172401,"TUNA, SKIPJACK",496.25,680.8000000000001,6,FALSE
1993,172402,"TUNA, LITTLE TUNNY",1183088,790008.75,53,FALSE
1993,172419,"TUNA, ALBACORE",15786,6378,8,FALSE
1993,172421,"TUNA, BLUEFIN",99775,838235.55,19,FALSE
1993,172423,"TUNA, YELLOWFIN",6330679.112718229,14796642.17810591,80,FALSE
1993,172427,"TUNA, BLACKFIN",304450.3509542943,237217.4361627323,114,FALSE
1993,172428,"TUNA, BIGEYE",82508.08835901985,229946.72196696524,30,FALSE
1993,172435,"MACKEREL, KING",2093013.84,2321628.69,115,FALSE
1993,172436,"MACKEREL, SPANISH",2581493.2467277073,1053496.7476966018,212,FALSE
1993,172437,CERO,12514,7571.8,23,FALSE
1993,172451,WAHOO,260986.90649044816,237226.1028511354,107,FALSE
1993,172482,SWORDFISH,1172063.3965130453,2948334.9516785997,54,FALSE
1993,173134,"FILEFISH, SCRAWLED",9,0,2,TRUE
1993,173138,"TRIGGERFISH, GRAY",27860,20424,15,FALSE
1993,173139,"TRIGGERFISH, QUEEN",129,113,5,FALSE
1993,173157,"FILEFISH, WHITESPOTTED",69,5,12,FALSE
1993,173174,"DURGON, BLACK",4,0,2,TRUE
1993,173238,"TRUNKFISH, SPOTTED",1086,0,1,TRUE
1993,173245,"COWFISH, SCRAWLED",9508,187.5,4,FALSE
1993,173246,"COWFISH, HONEYCOMBED",2655,0,8,FALSE
1993,173320,"PUFFER, SHARPNOSE",487,1,16,FALSE
1993,181220,GRAYSBY,153.14000000000001,270.92,3,FALSE
1993,614740,"PARROTFISH, STRIPED",350,16,9,FALSE
1993,615345,BEAUGREGORY,481,0,14,FALSE
1993,615416,"DAMSELFISH, BICOLOR",314,0,10,FALSE
1993,615421,"DAMSELFISH, DUSKY",45,0,7,FALSE
1993,615485,"DAMSELFISH, THREESPOT",327,0,10,FALSE
1993,636786,"GOBY,NEON",1036,0,12,FALSE
1993,646513,HIGH-HAT,2229,48,21,FALSE
1993,650251,"BARRACUDA, GREAT",7223,2950.17,12,FALSE
1994,159911,"SHARK, PORBEAGLE",374,269,1,TRUE
1994,159916,"SHARK, THRESHER",3394.17,1438.76,7,FALSE
1994,159924,"SHARK, MAKO, SHORTFIN",37757.804085213036,32927.97434419382,42,FALSE
1994,159977,"SHARK, NURSE",87,130,8,FALSE
1994,160189,"SHARK, TIGER",878.4799999999999,263.15,6,FALSE
1994,160268,"SHARK, DUSKY",1473.4,0,1,TRUE
1994,160275,"SHARK, BULL",1517.88,824.6400000000001,6,FALSE
1994,160289,"SHARK, SANDBAR",1080363.663773376,417675.41373132676,22,FALSE
1994,160304,"SHARK, BLACKNOSE",881.2599999999999,290.49999999999994,1,TRUE
1994,160310,"SHARK, SILKY",23.63,9.52,1,TRUE
1994,160318,"SHARK, BLACKTIP",335117.076,116014.087,61,FALSE
1994,160409,"SHARK, FINETOOTH",284.95,88.15,1,TRUE
1994,160433,"SHARK, LEMON",310.41,131.4,3,FALSE
1994,160502,"SHARK, BONNETHEAD",7679.75,3297.6,3,FALSE
1994,160515,"SHARK, HAMMERHEAD, GREAT",112,78,1,TRUE
1994,161186,"MORAY, GREEN",17,90,4,FALSE
1994,161237,"MORAY, GOLDENTAIL",27,60,5,FALSE
1994,166211,"SOLDIERFISH, BLACKBAR",4,0,1,TRUE
1994,166487,SEAHORSES,9935,724,4,FALSE
1994,166704,SCORPIONFISHES,6446,2724.37,12,FALSE
1994,167687,"BASS, BLACK SEA",81679.6,57274.48,25,FALSE
1994,167690,"BASS, BANK SEA",23.18,18.28,2,TRUE
1994,167691,"BASS, ROCK SEA",7082.36,4618.05,11,FALSE
1994,167696,"HIND, ROCK",2164.1475625,3831.25078125,17,FALSE
1994,167698,"HIND, SPECKLED",54470.53296758104,93076.7141521197,27,FALSE
1994,167699,"GROUPER, YELLOWEDGE",1199693.4493552377,2287302.826150857,87,FALSE
1994,167700,"HIND, RED",6414.979388448472,9921.738607021518,27,FALSE
1994,167702,"GROUPER, RED",5740726.118411568,9830526.317930177,212,FALSE
1994,167703,"GROUPER, MISTY",15,29,1,TRUE
1994,167704,"GROUPER, WARSAW",109942.56039512677,151319.2136812644,79,FALSE
1994,167705,"GROUPER, SNOWY",105302.13712178987,177480.94320760784,54,FALSE
1994,167706,"GROUPER, NASSAU",5696.08,9560.15,13,FALSE
1994,167740,"GROUPER, CONEY",91,17,5,FALSE
1994,167744,"GROUPER, MARBLED",24839,42904,11,FALSE
1994,167759,"GROUPER, GAG",1518508.8564572292,3307519.6157910675,148,FALSE
1994,167760,"GROUPER, BLACK",408088.94158779905,776951.5359948633,139,FALSE
1994,167762,"GROUPER, YELLOWMOUTH",29.5,52.5,1,TRUE
1994,167763,SCAMP,250601.12592945702,529671.896810862,129,FALSE
1994,167764,"GROUPER, YELLOWFIN",35164.35931330472,62987.739055793994,30,FALSE
1994,167767,"GROUPER, TIGER",105.02,152.8,2,TRUE
1994,167806,"HAMLET, BUTTER",591,99.5,15,FALSE
1994,167820,"BASS, PEPPERMINT",5,0,3,FALSE
1994,167852,"BASS, LANTERN",35,0,2,TRUE
1994,167859,TOBACCOFISH,166,53.25,6,FALSE
1994,167860,"BASS, HARLEQUIN",329,58.25,12,FALSE
1994,167861,"BASS, CHALK",82,107.5,4,FALSE
1994,168178,BIGEYE,1690,2361,4,FALSE
1994,168181,"SNAPPER, GLASSEYE",2,0,2,TRUE
1994,168204,FLAMEFISH,716,44.5,16,FALSE
1994,168541,"TILEFISH, BLACKLINE",29,20,1,TRUE
1994,168543,"TILEFISH, BLUELINE",142637.834402747,130473.93148844459,60,FALSE
1994,168544,"TILEFISH, GOLDFACE",2683.56,3408,6,FALSE
1994,168546,"TILEFISH, GOLDEN",388800.94117830455,500291.86461877037,63,FALSE
1994,168548,"TILEFISH, SAND",119,70,1,TRUE
1994,168566,COBIA,229979.8172067927,351459.5312497694,216,FALSE
1994,168602,"POMPANO, AFRICAN",4231,2775.15,23,FALSE
1994,168607,"JACK, YELLOW",6973,2018.8200000000002,3,FALSE
1994,168609,"JACK, CREVALLE",1697898.178895727,555152.7191406899,130,FALSE
1994,168610,"JACK, HORSE-EYE",1198,1169.75,7,FALSE
1994,168612,"RUNNER, BLUE",1081680.3784468179,408084.5250095124,95,FALSE
1994,168613,"JACK, BLACK",278,262,2,TRUE
1994,168615,"JACK, BAR",1964,1837.81,9,FALSE
1994,168689,"AMBERJACK, GREATER",850590.4273464544,811865.3256092902,166,FALSE
1994,168690,"AMBERJACK, LESSER",32469.850386349,25386.89428203477,44,FALSE
1994,168691,"JACK, ALMACO",45648.48278779473,43570.39708737864,31,FALSE
1994,168693,"RUDDERFISH, BANDED",10092.72,6818.67,9,FALSE
1994,168738,"RUNNER, RAINBOW",479,360,2,TRUE
1994,168791,DOLPHIN,297138,436950.66000000003,110,FALSE
1994,168847,"SNAPPER, CUBERA",351.08,397.51,5,FALSE
1994,168848,"SNAPPER, GRAY",368274.5043137179,568929.7225575467,252,FALSE
1994,168849,"SNAPPER, MUTTON",161309.57109328883,267375.8073440196,107,FALSE
1994,168850,SCHOOLMASTER,29.970000000000002,57.75,2,TRUE
1994,168852,"SNAPPER, BLACKFIN",358.33,666.66,7,FALSE
1994,168853,"SNAPPER, RED",3249831.650847222,6579684.969921296,184,FALSE
1994,168857,"SNAPPER, DOG",21.090000000000003,39.93,3,FALSE
1994,168858,"SNAPPER, MAHOGANY",167.36,291.6,2,TRUE
1994,168860,"SNAPPER, LANE",87228.415,109659.12499999999,143,FALSE
1994,168861,"SNAPPER, SILK",36840.50361702128,72096.14319148936,53,FALSE
1994,168899,"SNAPPER, BLACK",851.07,936.9,4,FALSE
1994,168902,"SNAPPER, QUEEN",40855.33,67042.05,30,FALSE
1994,168907,"SNAPPER, YELLOWTAIL",1144569.1080077568,2147930.992297078,126,FALSE
1994,168909,"SNAPPER, VERMILION",2642485.746438891,4162937.1583170635,165,FALSE
1994,168913,WENCHMAN,3767.14,332.21,3,FALSE
1994,169007,TRIPLETAIL,7002,4268.62,35,FALSE
1994,169060,MARGATE,14,6,1,TRUE
1994,169065,"GRUNT, FRENCH",4,0,1,TRUE
1994,169086,PORKFISH,2900,255,16,FALSE
1994,169197,"PORGY, JOLTHEAD",37,19,1,TRUE
1994,169200,"PORGY, WHITEBONE",96,48,1,TRUE
1994,169201,"PORGY, KNOBBED",272.63,126.5,2,TRUE
1994,169207,"PORGY, RED",9868.87,9644.9,8,FALSE
1994,169290,"DRUM, RED",43203,57059,15,FALSE
1994,169314,JACKKNIFE-FISH,985,336,16,FALSE
1994,169317,"DRUM, SPOTTED",15,0,3,FALSE
1994,169421,"GOATFISH, SPOTTED",2,4,1,TRUE
1994,169539,"SPADEFISH, ATLANTIC",30882,5906.6,48,FALSE
1994,169556,"BUTTERFLYFISH, SPOTFIN",163,26.5,12,FALSE
1994,169558,"BUTTERFLYFISH, FOUREYE",984,370.5,19,FALSE
1994,169563,"BUTTERFLYFISH, BANDED",162,184,11,FALSE
1994,169593,"BUTTERFLYFISH, LONGSNOUT",66,8,4,FALSE
1994,169611,CHERUBFISH,1050,0,4,FALSE
1994,169623,"ANGELFISH, QUEEN",1029,972,21,FALSE
1994,169625,"BEAUTY, ROCK",3135,1010,18,FALSE
1994,169632,"ANGELFISH, GRAY",2532,1249.5,19,FALSE
1994,169633,"ANGELFISH, FRENCH",349,621,15,FALSE
1994,170046,"MAJOR, SERGEANT",128,2,5,FALSE
1994,170080,"CHROMIS, BLUE",542,92,14,FALSE
1994,170082,SUNSHINEFISH,2090,8.5,5,FALSE
1994,170116,"DAMSELFISH, YELLOWTAIL",422,171,9,FALSE
1994,170224,"HAWKFISH, REDSPOTTED",7,4.04,3,FALSE
1994,170484,"HOGFISH, SPANISH",532,366.97,11,FALSE
1994,170496,"WRASSE, CREOLE",543,264,7,FALSE
1994,170506,"WRASSE, YELLOWHEAD",259,185,7,FALSE
1994,170507,"WRASSE, CLOWN",2,2.5,1,TRUE
1994,170510,PUDDINGWIFE,385,34,8,FALSE
1994,170566,HOGFISH,55823.27362783667,85640.09031889257,92,FALSE
1994,170568,BLUEHEAD,1151,278.5,12,FALSE
1994,170811,"PARROTFISH, BLUE",5,0,2,TRUE
1994,170812,"PARROTFISH, MIDNIGHT",1,0,1,TRUE
1994,170814,"PARROTFISH, RAINBOW",1,0,1,TRUE
1994,170815,"PARROTFISH, PRINCESS",50,184,6,FALSE
1994,170863,"PARROTFISH, REDBAND",2,13,1,TRUE
1994,170867,"PARROTFISH, STOPLIGHT",1,8,1,TRUE
1994,170928,"JAWFISH, YELLOWHEAD",1990,179,10,FALSE
1994,170932,"JAWFISH, DUSKY",76,10,6,FALSE
1994,171203,"BLENNY, REDLIP",44,0,3,FALSE
1994,172252,"SURGEON, OCEAN",193,24,10,FALSE
1994,172253,DOCTORFISH,46,49,6,FALSE
1994,172254,"TANG, BLUE",614,186.2,13,FALSE
1994,172401,"TUNA, SKIPJACK",879.6192724964411,509.9806940330089,13,FALSE
1994,172402,"TUNA, LITTLE TUNNY",1396549,417953.18,60,FALSE
1994,172419,"TUNA, ALBACORE",17057,9695,9,FALSE
1994,172421,"TUNA, BLUEFIN",74788.76056338029,449345.0781690141,27,FALSE
1994,172423,"TUNA, YELLOWFIN",4627390.44252317,11240550.742924994,72,FALSE
1994,172427,"TUNA, BLACKFIN",199933.4262440983,91054.02694771523,105,FALSE
1994,172428,"TUNA, BIGEYE",33701.495552094544,101988.83798578965,30,FALSE
1994,172435,"MACKEREL, KING",978127.04,1258203.5,125,FALSE
1994,172436,"MACKEREL, SPANISH",2711807.1222271975,1139174.5900022434,220,FALSE
1994,172437,CERO,12030,7092.71,21,FALSE
1994,172451,WAHOO,163952.91045969006,167675.98679970496,92,FALSE
1994,172482,SWORDFISH,722889.0080174488,1684947.293857058,54,FALSE
1994,173134,"FILEFISH, SCRAWLED",1,2,1,TRUE
1994,173138,"TRIGGERFISH, GRAY",53761,35543,21,FALSE
1994,173139,"TRIGGERFISH, QUEEN",4,0,4,FALSE
1994,173157,"FILEFISH, WHITESPOTTED",72,82,6,FALSE
1994,173174,"DURGON, BLACK",4,0,2,TRUE
1994,173238,"TRUNKFISH, SPOTTED",822,0,1,TRUE
1994,173245,"COWFISH, SCRAWLED",5770,6,4,FALSE
1994,173246,"COWFISH, HONEYCOMBED",1923,0,7,FALSE
1994,173320,"PUFFER, SHARPNOSE",274,88,14,FALSE
1994,181220,GRAYSBY,150.86,341.71,3,FALSE
1994,614740,"PARROTFISH, STRIPED",788,6,10,FALSE
1994,615345,BEAUGREGORY,154,70.05,11,FALSE
1994,615416,"DAMSELFISH, BICOLOR",126,94.15,8,FALSE
1994,615421,"DAMSELFISH, DUSKY",22,6.5,5,FALSE
1994,615485,"DAMSELFISH, THREESPOT",154,25.05,7,FALSE
1994,636786,"GOBY,NEON",2092,73.8,13,FALSE
1994,646513,HIGH-HAT,1702,212.5,20,FALSE
1994,650251,"BARRACUDA, GREAT",2142,878.1,12,FALSE
1995,159911,"SHARK, PORBEAGLE",475,171,1,TRUE
1995,159916,"SHARK, THRESHER",6720.806457990116,2831.870164744646,10,FALSE
1995,159924,"SHARK, MAKO, SHORTFIN",88345.79955884918,81537.0622510898,42,FALSE
1995,159977,"SHARK, NURSE",69,803,7,FALSE
1995,160189,"SHARK, TIGER",334.99,120.6,2,TRUE
1995,160200,"SHARK, ATLANTIC SHARPNOSE",337.77000000000004,73.65,1,TRUE
1995,160268,"SHARK, DUSKY",30499.38,10564.98,8,FALSE
1995,160275,"SHARK, BULL",6302.31,2214.41,6,FALSE
1995,160289,"SHARK, SANDBAR",1320093.3099701577,434092.24779027543,26,FALSE
1995,160304,"SHARK, BLACKNOSE",31408.35968888889,10209.886666666665,4,FALSE
1995,160310,"SHARK, SILKY",674.15,242.5,2,TRUE
1995,160318,"SHARK, BLACKTIP",345586.54736591096,98027.1243845088,62,FALSE
1995,160424,"SHARK, BLUE",194,58,1,TRUE
1995,160433,"SHARK, LEMON",8249.080777711915,1930.3775459395376,11,FALSE
1995,160502,"SHARK, BONNETHEAD",46352.48976013075,11123.24970965726,6,FALSE
1995,160515,"SHARK, HAMMERHEAD, GREAT",65,39,1,TRUE
1995,161186,"MORAY, GREEN",5,0,2,TRUE
1995,161237,"MORAY, GOLDENTAIL",17,10,3,FALSE
1995,166487,SEAHORSES,79,262.5,2,TRUE
1995,166704,SCORPIONFISHES,4260,3371.36,18,FALSE
1995,167687,"BASS, BLACK SEA",57768.99519578798,40616.499938046385,24,FALSE
1995,167690,"BASS, BANK SEA",137.04,68.25,4,FALSE
1995,167691,"BASS, ROCK SEA",2659.7200000000003,1958.43,5,FALSE
1995,167696,"HIND, ROCK",3269.3899481865283,5723.690777202072,23,FALSE
1995,167698,"HIND, SPECKLED",38032.533611526436,61180.80741606633,34,FALSE
1995,167699,"GROUPER, YELLOWEDGE",916668.1894236187,1819766.3083634104,79,FALSE
1995,167700,"HIND, RED",3989.765056750128,6652.927099702898,26,FALSE
1995,167702,"GROUPER, RED",5477147.614925805,8887358.62244415,206,FALSE
1995,167703,"GROUPER, MISTY",3,7,1,TRUE
1995,167704,"GROUPER, WARSAW",84639.97753206041,121874.00489598177,71,FALSE
1995,167705,"GROUPER, SNOWY",104199.32014942798,178075.54738722235,52,FALSE
1995,167706,"GROUPER, NASSAU",269.04,538.3,2,TRUE
1995,167740,"GROUPER, CONEY",5,7,2,TRUE
1995,167744,"GROUPER, MARBLED",14011.54,26337.5,14,FALSE
1995,167759,"GROUPER, GAG",1585989.6256363809,3365276.7844702876,169,FALSE
1995,167760,"GROUPER, BLACK",318669.70040609164,643289.1151103606,125,FALSE
1995,167763,SCAMP,271150.45469460904,585632.6238783438,125,FALSE
1995,167764,"GROUPER, YELLOWFIN",15164.564109445224,27383.148289145363,26,FALSE
1995,167806,"HAMLET, BUTTER",438,531,14,FALSE
1995,167820,"BASS, PEPPERMINT",16,148,4,FALSE
1995,167852,"BASS, LANTERN",20,1,3,FALSE
1995,167859,TOBACCOFISH,74,66.75,6,FALSE
1995,167860,"BASS, HARLEQUIN",234,99.5,9,FALSE
1995,167861,"BASS, CHALK",25,0,1,TRUE
1995,168178,BIGEYE,1803,2563,2,TRUE
1995,168181,"SNAPPER, GLASSEYE",1,0,1,TRUE
1995,168204,FLAMEFISH,1174,566.55,11,FALSE
1995,168543,"TILEFISH, BLUELINE",79232.60978638186,82454.21666058588,46,FALSE
1995,168544,"TILEFISH, GOLDFACE",1094.24,1021.45,4,FALSE
1995,168546,"TILEFISH, GOLDEN",467680.71664195246,618511.2959633479,58,FALSE
1995,168548,"TILEFISH, SAND",772.84,953,2,TRUE
1995,168566,COBIA,207099.11106023367,329896.85960998764,214,FALSE
1995,168602,"POMPANO, AFRICAN",917.9945406500905,1141.4294451309122,11,FALSE
1995,168607,"JACK, YELLOW",514,324.39,1,TRUE
1995,168609,"JACK, CREVALLE",383484.3142016905,161937.11421497117,135,FALSE
1995,168610,"JACK, HORSE-EYE",1528,423.2,3,FALSE
1995,168612,"RUNNER, BLUE",1119394.4790157273,458418.6120488299,83,FALSE
1995,168613,"JACK, BLACK",2282,1793,2,TRUE
1995,168615,"JACK, BAR",2102,1311.21,8,FALSE
1995,168689,"AMBERJACK, GREATER",718365.8704094233,751895.8266335177,148,FALSE
1995,168690,"AMBERJACK, LESSER",61189.403732795225,62471.353254100024,42,FALSE
1995,168691,"JACK, ALMACO",45907.83257731959,43362.52824742268,33,FALSE
1995,168693,"RUDDERFISH, BANDED",19733.68,10336,16,FALSE
1995,168738,"RUNNER, RAINBOW",987,643,1,TRUE
1995,168791,DOLPHIN,217395.6,294414.3,104,FALSE
1995,168847,"SNAPPER, CUBERA",406.06696629213485,498.78277153558054,3,FALSE
1995,168848,"SNAPPER, GRAY",222190.85716260373,371970.0708011586,232,FALSE
1995,168849,"SNAPPER, MUTTON",108033.97155706193,185150.316086025,116,FALSE
1995,168850,SCHOOLMASTER,2.22,2,1,TRUE
1995,168852,"SNAPPER, BLACKFIN",907.6750704225352,1630.2507042253517,9,FALSE
1995,168853,"SNAPPER, RED",2947736.9986158814,5772594.344933767,163,FALSE
1995,168857,"SNAPPER, DOG",492.76,591.29,7,FALSE
1995,168858,"SNAPPER, MAHOGANY",55,111,1,TRUE
1995,168860,"SNAPPER, LANE",72178.48004736309,78341.39487978989,114,FALSE
1995,168861,"SNAPPER, SILK",87651.42690810651,172403.5296952072,45,FALSE
1995,168899,"SNAPPER, BLACK",210.02,133.85,3,FALSE
1995,168902,"SNAPPER, QUEEN",41697.46539413845,78055.19207849083,26,FALSE
1995,168907,"SNAPPER, YELLOWTAIL",576873.7842329568,1057691.806471612,108,FALSE
1995,168909,"SNAPPER, VERMILION",2183441.8824247885,3730659.5591703663,150,FALSE
1995,168913,WENCHMAN,19227.98,4029.47,4,FALSE
1995,169007,TRIPLETAIL,2821,2213.7000000000003,38,FALSE
1995,169060,MARGATE,258,110,1,TRUE
1995,169065,"GRUNT, FRENCH",112,12,2,TRUE
1995,169067,COTTONWICK,18,5,2,TRUE
1995,169086,PORKFISH,1965,1139,9,FALSE
1995,169197,"PORGY, JOLTHEAD",3.33,1.5,1,TRUE
1995,169200,"PORGY, WHITEBONE",188,94,1,TRUE
1995,169201,"PORGY, KNOBBED",837.62,319.7,3,FALSE
1995,169207,"PORGY, RED",4257.65,4549.4,9,FALSE
1995,169290,"DRUM, RED",25537,31196,11,FALSE
1995,169314,JACKKNIFE-FISH,267,674.75,7,FALSE
1995,169317,"DRUM, SPOTTED",11,0,1,TRUE
1995,169421,"GOATFISH, SPOTTED",3,6,1,TRUE
1995,169539,"SPADEFISH, ATLANTIC",19935,5704.49,55,FALSE
1995,169556,"BUTTERFLYFISH, SPOTFIN",111,63,5,FALSE
1995,169558,"BUTTERFLYFISH, FOUREYE",1032,1350.25,14,FALSE
1995,169563,"BUTTERFLYFISH, BANDED",150,277,8,FALSE
1995,169593,"BUTTERFLYFISH, LONGSNOUT",58,20,3,FALSE
1995,169611,CHERUBFISH,1450,4362,2,TRUE
1995,169623,"ANGELFISH, QUEEN",1740,10532.5,16,FALSE
1995,169625,"BEAUTY, ROCK",2482,5787.5,16,FALSE
1995,169632,"ANGELFISH, GRAY",2230,8780,18,FALSE
1995,169633,"ANGELFISH, FRENCH",396,4029,11,FALSE
1995,170046,"MAJOR, SERGEANT",54,68.6,4,FALSE
1995,170080,"CHROMIS, BLUE",1455,1035.25,8,FALSE
1995,170082,SUNSHINEFISH,1382,2060,3,FALSE
1995,170116,"DAMSELFISH, YELLOWTAIL",413,136.3,5,FALSE
1995,170484,"HOGFISH, SPANISH",215,165.45,8,FALSE
1995,170496,"WRASSE, CREOLE",351,227,4,FALSE
1995,170506,"WRASSE, YELLOWHEAD",123,41,6,FALSE
1995,170510,PUDDINGWIFE,131,10,3,FALSE
1995,170566,HOGFISH,27613.16057823707,48165.24940113301,80,FALSE
1995,170568,BLUEHEAD,427,376.75,10,FALSE
1995,170811,"PARROTFISH, BLUE",43,0,1,TRUE
