LAND_YEAR,SPECIES_ITIS,COMMON_NAME,total_live_lbs,total_dollars,n_dealers,is_confidential
1972,167687,"BASS, BLACK SEA",121200,15838,0,TRUE
1972,167695,"GROUPER, GOLIATH",230805,22216,0,TRUE
1972,167704,"GROUPER, WARSAW",156800,23683,0,TRUE
1972,168546,"TILEFISH, GOLDEN",10200,2227,0,TRUE
1972,168566,COBIA,117175,9931,0,TRUE
1972,168609,"JACK, CREVALLE",902700,32526,0,TRUE
1972,168612,"RUNNER, BLUE",2062600,102821,0,TRUE
1972,168848,"SNAPPER, GRAY",529500,164108,0,TRUE
1972,168849,"SNAPPER, MUTTON",238100,101620,0,TRUE
1972,168853,"SNAPPER, RED",7903707,4342728,0,TRUE
1972,168860,"SNAPPER, LANE",14600,3583,0,TRUE
1972,168907,"SNAPPER, YELLOWTAIL",865500,442853,0,TRUE
1972,168909,"SNAPPER, VERMILION",117400,52997,0,TRUE
1972,169007,TRIPLETAIL,4503,508,0,TRUE
1972,169290,"DRUM, RED",3332306,733901,0,TRUE
1972,170566,HOGFISH,19500,4557,0,TRUE
1972,172436,"MACKEREL, SPANISH",7222350,893602,0,TRUE
1973,167687,"BASS, BLACK SEA",112300,18188,0,TRUE
1973,167695,"GROUPER, GOLIATH",226325,23738,0,TRUE
1973,167704,"GROUPER, WARSAW",119600,21397,0,TRUE
1973,168546,"TILEFISH, GOLDEN",12600,3989,0,TRUE
1973,168566,COBIA,112690,11466,0,TRUE
1973,168609,"JACK, CREVALLE",2428300,137075,0,TRUE
1973,168612,"RUNNER, BLUE",1373700,87178,0,TRUE
1973,168848,"SNAPPER, GRAY",557500,185424,0,TRUE
1973,168849,"SNAPPER, MUTTON",258800,117461,0,TRUE
1973,168853,"SNAPPER, RED",7712788,4656717,0,TRUE
1973,168860,"SNAPPER, LANE",24900,8080,0,TRUE
1973,168907,"SNAPPER, YELLOWTAIL",835500,508089,0,TRUE
1973,168909,"SNAPPER, VERMILION",176700,103731,0,TRUE
1973,169007,TRIPLETAIL,3906,331,0,TRUE
1973,169290,"DRUM, RED",4073059,995626,0,TRUE
1973,170566,HOGFISH,14500,4171,0,TRUE
1973,172436,"MACKEREL, SPANISH",6457577,1025897,0,TRUE
1973,172482,SWORDFISH,14400,14400,0,TRUE
1974,167687,"BASS, BLACK SEA",50600,7031,0,TRUE
1974,167695,"GROUPER, GOLIATH",190182,21703,0,TRUE
1974,167704,"GROUPER, WARSAW",118200,25126,0,TRUE
1974,168546,"TILEFISH, GOLDEN",15000,4908,0,TRUE
1974,168566,COBIA,132795,14569,0,TRUE
1974,168609,"JACK, CREVALLE",2089100,136873,0,TRUE
1974,168612,"RUNNER, BLUE",658300,59366,0,TRUE
1974,168848,"SNAPPER, GRAY",587000,205541,0,TRUE
1974,168849,"SNAPPER, MUTTON",257000,119378,0,TRUE
1974,168853,"SNAPPER, RED",8108647,5429421,0,TRUE
1974,168860,"SNAPPER, LANE",19000,7362,0,TRUE
1974,168907,"SNAPPER, YELLOWTAIL",937900,577335,0,TRUE
1974,168909,"SNAPPER, VERMILION",177900,106474,0,TRUE
1974,169007,TRIPLETAIL,4240,347,0,TRUE
1974,169290,"DRUM, RED",4756855,1197380,0,TRUE
1974,170566,HOGFISH,12100,3492,0,TRUE
1974,172423,"TUNA, YELLOWFIN",250,13,0,TRUE
1974,172436,"MACKEREL, SPANISH",8554436,1479971,0,TRUE
1974,172451,WAHOO,100,42,0,TRUE
1974,172482,SWORDFISH,49900,85860,0,TRUE
1975,167687,"BASS, BLACK SEA",39000,6622,0,TRUE
1975,167695,"GROUPER, GOLIATH",208361,26372,0,TRUE
1975,167704,"GROUPER, WARSAW",135000,33517,0,TRUE
1975,168546,"TILEFISH, GOLDEN",32400,9170,0,TRUE
1975,168566,COBIA,119131,18389,0,TRUE
1975,168609,"JACK, CREVALLE",2847000,201116,0,TRUE
1975,168612,"RUNNER, BLUE",1680227,170294,0,TRUE
1975,168848,"SNAPPER, GRAY",484500,167106,0,TRUE
1975,168849,"SNAPPER, MUTTON",259500,134053,0,TRUE
1975,168853,"SNAPPER, RED",7322106,5359059,0,TRUE
1975,168860,"SNAPPER, LANE",25600,11560,0,TRUE
1975,168907,"SNAPPER, YELLOWTAIL",675400,456254,0,TRUE
1975,168909,"SNAPPER, VERMILION",352800,215696,0,TRUE
1975,169007,TRIPLETAIL,2320,184,0,TRUE
1975,169290,"DRUM, RED",4386827,1327145,0,TRUE
1975,170566,HOGFISH,18200,5430,0,TRUE
1975,172436,"MACKEREL, SPANISH",6137798,1040267,0,TRUE
1975,172451,WAHOO,1400,530,0,TRUE
1975,172482,SWORDFISH,131000,226320,0,TRUE
1976,167687,"BASS, BLACK SEA",49500,10200,0,TRUE
1976,167695,"GROUPER, GOLIATH",200793,26155,0,TRUE
1976,167704,"GROUPER, WARSAW",147100,38934,0,TRUE
1976,168546,"TILEFISH, GOLDEN",53300,15839,0,TRUE
1976,168566,COBIA,136884,26617,0,TRUE
1976,168609,"JACK, CREVALLE",1691100,137831,0,TRUE
1976,168612,"RUNNER, BLUE",1139900,130476,0,TRUE
1976,168848,"SNAPPER, GRAY",598300,209624,0,TRUE
1976,168849,"SNAPPER, MUTTON",236700,143336,0,TRUE
1976,168853,"SNAPPER, RED",6543432,5552023,0,TRUE
1976,168860,"SNAPPER, LANE",47500,20663,0,TRUE
1976,168907,"SNAPPER, YELLOWTAIL",922300,704120,0,TRUE
1976,168909,"SNAPPER, VERMILION",280400,193544,0,TRUE
1976,169007,TRIPLETAIL,1810,238,0,TRUE
1976,169290,"DRUM, RED",5308362,1746619,0,TRUE
1976,170566,HOGFISH,15700,5655,0,TRUE
1976,172402,"TUNA, LITTLE TUNNY",9200,460,0,TRUE
1976,172436,"MACKEREL, SPANISH",8341264,1466292,0,TRUE
1976,172451,WAHOO,900,299,0,TRUE
1976,172482,SWORDFISH,391400,815849,0,TRUE
1977,167687,"BASS, BLACK SEA",32814,7129,7,FALSE
1977,167695,"GROUPER, GOLIATH",222150,42301,41,FALSE
1977,167704,"GROUPER, WARSAW",183588,62666.99999999999,42,FALSE
1977,168546,"TILEFISH, GOLDEN",97145,34805,35,FALSE
1977,168566,COBIA,102308.99999999999,24376,45,FALSE
1977,168609,"JACK, CREVALLE",1432973.9999999998,116642,57,FALSE
1977,168612,"RUNNER, BLUE",1349975,164336.99999999997,30,FALSE
1977,168848,"SNAPPER, GRAY",625369.9999999999,274549.99999999994,83,FALSE
1977,168849,"SNAPPER, MUTTON",189339,133841,33,FALSE
1977,168853,"SNAPPER, RED",5214909,4939742,94,FALSE
1977,168860,"SNAPPER, LANE",14966.999999999998,5859,24,FALSE
1977,168907,"SNAPPER, YELLOWTAIL",762342.0000000001,669075.9999999998,38,FALSE
1977,168909,"SNAPPER, VERMILION",479317,416851,40,FALSE
1977,169007,TRIPLETAIL,6735,505,8,FALSE
1977,169290,"DRUM, RED",3460298,1288780,110,FALSE
1977,170566,HOGFISH,32852,9716.999999999998,27,FALSE
1977,172402,"TUNA, LITTLE TUNNY",4300,215,1,TRUE
1977,172436,"MACKEREL, SPANISH",2636377,498865.9999999999,81,FALSE
1977,172451,WAHOO,758,253,10,FALSE
1977,172482,SWORDFISH,2321,2308,3,FALSE
1978,167687,"BASS, BLACK SEA",24267.999999999996,8318,22,FALSE
1978,167695,"GROUPER, GOLIATH",196832,32564.999999999996,44,FALSE
1978,167704,"GROUPER, WARSAW",131165.99999999997,51508.99999999999,44,FALSE
1978,168546,"TILEFISH, GOLDEN",81886,30970,42,FALSE
1978,168566,COBIA,104279,30673,51,FALSE
1978,168609,"JACK, CREVALLE",1807307.9999999998,161572.99999999994,60,FALSE
1978,168612,"RUNNER, BLUE",679182,93721,22,FALSE
1978,168848,"SNAPPER, GRAY",666160,353836.99999999994,90,FALSE
1978,168849,"SNAPPER, MUTTON",223279.00000000003,182857.99999999994,41,FALSE
1978,168853,"SNAPPER, RED",4650570,5166691,111,FALSE
1978,168860,"SNAPPER, LANE",16878,7493.999999999998,32,FALSE
1978,168907,"SNAPPER, YELLOWTAIL",830453,825527,44,FALSE
1978,168909,"SNAPPER, VERMILION",405744.99999999994,381922.99999999994,46,FALSE
1978,169007,TRIPLETAIL,8561,893,6,FALSE
1978,169290,"DRUM, RED",3760070.5262655206,1654584.7631327603,116,FALSE
1978,170566,HOGFISH,37471.99999999999,19689.999999999996,36,FALSE
1978,172402,"TUNA, LITTLE TUNNY",1700,146,1,TRUE
1978,172436,"MACKEREL, SPANISH",1704939,355947,85,FALSE
1978,172451,WAHOO,4346,1810.9999999999998,5,FALSE
1978,172482,SWORDFISH,54054.99999999999,93907.99999999996,16,FALSE
1979,167687,"BASS, BLACK SEA",37245,15416,19,FALSE
1979,167695,"GROUPER, GOLIATH",162761.00000000003,32799.99999999999,41,FALSE
1979,167704,"GROUPER, WARSAW",134259.00000000003,67034,37,FALSE
1979,168546,"TILEFISH, GOLDEN",76671,38238,27,FALSE
1979,168566,COBIA,93814,28120.999999999996,70,FALSE
1979,168609,"JACK, CREVALLE",1364907.9999999998,139576,54,FALSE
1979,168612,"RUNNER, BLUE",1138237,174767.00000000006,31,FALSE
1979,168848,"SNAPPER, GRAY",673256.9999999999,449234,100,FALSE
1979,168849,"SNAPPER, MUTTON",217639,219385,41,FALSE
1979,168853,"SNAPPER, RED",4501981,6145591,151,FALSE
1979,168860,"SNAPPER, LANE",34590,26830.999999999996,32,FALSE
1979,168907,"SNAPPER, YELLOWTAIL",731598,860557.9999999999,42,FALSE
1979,168909,"SNAPPER, VERMILION",395693,380347,49,FALSE
1979,169007,TRIPLETAIL,3508.0000000000005,1009.0000000000003,15,FALSE
1979,169290,"DRUM, RED",2770770,1519999,182,FALSE
1979,170566,HOGFISH,48093.99999999999,32197.000000000004,37,FALSE
1979,172402,"TUNA, LITTLE TUNNY",2600,234,2,TRUE
1979,172436,"MACKEREL, SPANISH",2121969,537499.9999999999,122,FALSE
1979,172451,WAHOO,3405,1880,15,FALSE
1979,172482,SWORDFISH,434312,592534,22,FALSE
1980,167687,"BASS, BLACK SEA",14367,5244,17,FALSE
1980,167695,"GROUPER, GOLIATH",204762.00000000006,53728.99999999999,53,FALSE
1980,167704,"GROUPER, WARSAW",120039.99999999999,64988,44,FALSE
1980,168546,"TILEFISH, GOLDEN",66400,41417,40,FALSE
1980,168566,COBIA,99583,36172.99999999999,78,FALSE
1980,168609,"JACK, CREVALLE",2630777,362829.00000000006,67,FALSE
1980,168612,"RUNNER, BLUE",1779998,302105,35,FALSE
1980,168848,"SNAPPER, GRAY",706060.9999999999,547050,91,FALSE
1980,168849,"SNAPPER, MUTTON",201667.99999999997,238707,44,FALSE
1980,168853,"SNAPPER, RED",4509824,7136973,148,FALSE
1980,168860,"SNAPPER, LANE",25640.000000000004,18836,30,FALSE
1980,168907,"SNAPPER, YELLOWTAIL",625859.5963080613,841158.3516080766,44,FALSE
1980,168909,"SNAPPER, VERMILION",278718,329221,46,FALSE
1980,169007,TRIPLETAIL,9816.999999999998,1103.0000000000011,15,FALSE
1980,169290,"DRUM, RED",2728799,1805315,159,FALSE
1980,170566,HOGFISH,46649.99999999999,37051.99999999999,33,FALSE
1980,172402,"TUNA, LITTLE TUNNY",28410,3852,2,TRUE
1980,172421,"TUNA, BLUEFIN",10957,34866,3,FALSE
1980,172423,"TUNA, YELLOWFIN",51530,85632,5,FALSE
1980,172427,"TUNA, BLACKFIN",1042958,518505,4,FALSE
1980,172428,"TUNA, BIGEYE",328,756,1,TRUE
1980,172436,"MACKEREL, SPANISH",1951963,521724.0000000001,142,FALSE
1980,172451,WAHOO,2793,1649,16,FALSE
1980,172482,SWORDFISH,1847015,2812427,23,FALSE
1981,167687,"BASS, BLACK SEA",16395,5690.000000000001,27,FALSE
1981,167695,"GROUPER, GOLIATH",181300.99999999994,70119.17343254667,45,FALSE
1981,167704,"GROUPER, WARSAW",292837,176173.25844395897,53,FALSE
1981,168546,"TILEFISH, GOLDEN",451321,267789,52,FALSE
1981,168566,COBIA,118118,53138.99999999999,72,FALSE
1981,168609,"JACK, CREVALLE",1946951.9999999998,273117,63,FALSE
1981,168612,"RUNNER, BLUE",1561254.9999999998,264999,32,FALSE
1981,168848,"SNAPPER, GRAY",592446.9999999999,476408.5277096246,88,FALSE
1981,168849,"SNAPPER, MUTTON",128123,162467.92496923276,38,FALSE
1981,168853,"SNAPPER, RED",5325362.093999317,9087454.102348689,142,FALSE
1981,168860,"SNAPPER, LANE",31371,35281.10919643822,33,FALSE
1981,168907,"SNAPPER, YELLOWTAIL",364742.99999999994,520549.45158065535,41,FALSE
1981,168909,"SNAPPER, VERMILION",326003.99999999994,374349.8255533891,62,FALSE
1981,169007,TRIPLETAIL,5370,1318,16,FALSE
1981,169290,"DRUM, RED",2747933.9999999995,1883315,188,FALSE
1981,170566,HOGFISH,17053,14218.498565079362,29,FALSE
1981,172402,"TUNA, LITTLE TUNNY",76633,11703,2,TRUE
1981,172421,"TUNA, BLUEFIN",25940,40318,3,FALSE
1981,172423,"TUNA, YELLOWFIN",26985,28400,11,FALSE
1981,172427,"TUNA, BLACKFIN",245772,118494,4,FALSE
1981,172428,"TUNA, BIGEYE",14,11,1,TRUE
1981,172436,"MACKEREL, SPANISH",3709066.9999999995,1172802,130,FALSE
1981,172451,WAHOO,8978,5774,27,FALSE
1981,172482,SWORDFISH,1194900,2222884,30,FALSE
1982,167687,"BASS, BLACK SEA",25845.000000000004,8412,17,FALSE
1982,167695,"GROUPER, GOLIATH",169070.99999999997,71184.2699050989,49,FALSE
1982,167704,"GROUPER, WARSAW",230796,150430.48090940644,46,FALSE
1982,168546,"TILEFISH, GOLDEN",399229,268296,62,FALSE
1982,168566,COBIA,110367,56358.99999999999,88,FALSE
1982,168609,"JACK, CREVALLE",1999479.9999999998,342613.99999999994,60,FALSE
1982,168612,"RUNNER, BLUE",1967271.9999999998,370945,40,FALSE
1982,168848,"SNAPPER, GRAY",639638,598225.5897090752,99,FALSE
1982,168849,"SNAPPER, MUTTON",169177,234544.24547221622,45,FALSE
1982,168853,"SNAPPER, RED",5951850.918717374,10307433.569591613,145,FALSE
1982,168860,"SNAPPER, LANE",29383,23315.362880834105,39,FALSE
1982,168907,"SNAPPER, YELLOWTAIL",496147.99999999994,692180.4443987958,39,FALSE
1982,168909,"SNAPPER, VERMILION",358295,422741.1862182116,48,FALSE
1982,169007,TRIPLETAIL,1543,258,13,FALSE
1982,169290,"DRUM, RED",2425176,1525695,182,FALSE
1982,170566,HOGFISH,15861.999999999998,13177.484281551908,31,FALSE
1982,172402,"TUNA, LITTLE TUNNY",127600,19140,1,TRUE
1982,172421,"TUNA, BLUEFIN",31979,81498,3,FALSE
1982,172423,"TUNA, YELLOWFIN",56291.99999999997,91747.00000000003,10,FALSE
1982,172427,"TUNA, BLACKFIN",100332,45824,11,FALSE
1982,172428,"TUNA, BIGEYE",13631,22573,1,TRUE
1982,172436,"MACKEREL, SPANISH",3455591,1100457,136,FALSE
1982,172451,WAHOO,8832,6273,24,FALSE
1982,172482,SWORDFISH,1315179,3042461,30,FALSE
1983,167687,"BASS, BLACK SEA",11259.999999999998,4672,26,FALSE
1983,167695,"GROUPER, GOLIATH",184979.99999999997,82932.4,54,FALSE
1983,167704,"GROUPER, WARSAW",107462,76979.07463197535,57,FALSE
1983,167763,SCAMP,12608,12370,1,TRUE
1983,168546,"TILEFISH, GOLDEN",288613.99999999994,225568.99999999997,66,FALSE
1983,168566,COBIA,132451,75213,115,FALSE
1983,168609,"JACK, CREVALLE",1559072.9999999998,261674.99999999997,71,FALSE
1983,168612,"RUNNER, BLUE",2034290,380634.00000000006,31,FALSE
1983,168848,"SNAPPER, GRAY",676813,668850.8397955507,115,FALSE
1983,168849,"SNAPPER, MUTTON",181441.99999999997,250408.55116159798,50,FALSE
1983,168853,"SNAPPER, RED",6840033.771291178,11974013.16591775,177,FALSE
1983,168860,"SNAPPER, LANE",22312,18924.988633976704,46,FALSE
1983,168907,"SNAPPER, YELLOWTAIL",426720.52640881675,605880.5590703001,48,FALSE
1983,168909,"SNAPPER, VERMILION",514835.00000000006,643136.8544834006,66,FALSE
1983,169007,TRIPLETAIL,1079,314,12,FALSE
1983,169290,"DRUM, RED",3127031,1980553,205,FALSE
1983,170566,HOGFISH,18958.999999999996,10871.441498975779,41,FALSE
1983,172402,"TUNA, LITTLE TUNNY",53300,7995,1,TRUE
1983,172421,"TUNA, BLUEFIN",82054,206270,5,FALSE
1983,172423,"TUNA, YELLOWFIN",153157,242294.00000000003,14,FALSE
1983,172427,"TUNA, BLACKFIN",20904,6135,11,FALSE
1983,172428,"TUNA, BIGEYE",25427,53525,1,TRUE
1983,172436,"MACKEREL, SPANISH",2265989,711229.9999999999,149,FALSE
1983,172451,WAHOO,9329,6407,36,FALSE
1983,172482,SWORDFISH,722515,2065409.0000000002,24,FALSE
1984,167687,"BASS, BLACK SEA",21195.999999999996,8613,22,FALSE
1984,167695,"GROUPER, GOLIATH",92577,53174.091581342436,51,FALSE
1984,167699,"GROUPER, YELLOWEDGE",3961,5817,1,TRUE
1984,167704,"GROUPER, WARSAW",108870.99999999999,92153.85916760404,48,FALSE
1984,167705,"GROUPER, SNOWY",125,187,1,TRUE
1984,167762,"GROUPER, YELLOWMOUTH",33,56,1,TRUE
1984,167763,SCAMP,14669,14328,4,FALSE
1984,168546,"TILEFISH, GOLDEN",320633,269192.0541915211,70,FALSE
1984,168566,COBIA,92687.27442031266,60674.85709099192,106,FALSE
1984,168609,"JACK, CREVALLE",1369529.9999999998,195142.5126238547,66,FALSE
1984,168612,"RUNNER, BLUE",1122157.3497587105,222931.92944238137,29,FALSE
1984,168848,"SNAPPER, GRAY",486877,629524.6405377387,109,FALSE
1984,168849,"SNAPPER, MUTTON",126061.99999999999,190567.13537482047,49,FALSE
1984,168852,"SNAPPER, BLACKFIN",30,35,2,TRUE
1984,168853,"SNAPPER, RED",5382877,9927187.115490375,178,FALSE
1984,168860,"SNAPPER, LANE",36996,32320.94063324538,50,FALSE
1984,168861,"SNAPPER, SILK",3788,2633,5,FALSE
1984,168899,"SNAPPER, BLACK",373,593,2,TRUE
1984,168902,"SNAPPER, QUEEN",24,36,1,TRUE
1984,168907,"SNAPPER, YELLOWTAIL",541045.9999999999,879213.353530454,42,FALSE
1984,168909,"SNAPPER, VERMILION",1369370.8732035297,1969532.9443923493,73,FALSE
1984,169007,TRIPLETAIL,1208,423.99999999999994,12,FALSE
1984,169290,"DRUM, RED",4334193,2827071,208,FALSE
1984,170566,HOGFISH,12562.070997553683,11275.455118434948,40,FALSE
1984,172402,"TUNA, LITTLE TUNNY",28400,4260,1,TRUE
1984,172421,"TUNA, BLUEFIN",151594.00000000003,394069.00000000006,7,FALSE
1984,172423,"TUNA, YELLOWFIN",776725,682319,23,FALSE
1984,172427,"TUNA, BLACKFIN",58892.106966228625,23782.74856577646,23,FALSE
1984,172428,"TUNA, BIGEYE",21721.999999999996,35696.00000000001,3,FALSE
1984,172436,"MACKEREL, SPANISH",3505715,1036030.9821259555,145,FALSE
1984,172451,WAHOO,4765.82442635085,4023.7259409979347,36,FALSE
1984,172482,SWORDFISH,621816.4515544521,1738923.8545998982,28,FALSE
1984,172491,"MARLIN, BLUE",1870,844,3,FALSE
1984,768126,"MARLIN, WHITE",8998,4388,4,FALSE
1985,159924,"SHARK, MAKO, SHORTFIN",576,152,1,TRUE
1985,167687,"BASS, BLACK SEA",15805.000000000004,6607,23,FALSE
1985,167695,"GROUPER, GOLIATH",114715,71094,46,FALSE
1985,167698,"HIND, SPECKLED",13,14,1,TRUE
1985,167699,"GROUPER, YELLOWEDGE",178374,242457,5,FALSE
1985,167704,"GROUPER, WARSAW",127325.99999999999,108487.34739860712,53,FALSE
1985,167705,"GROUPER, SNOWY",1844,2412,2,TRUE
1985,167759,"GROUPER, GAG",9483,8140,2,TRUE
1985,167760,"GROUPER, BLACK",707,928,2,TRUE
1985,167763,SCAMP,31737,35022,13,FALSE
1985,168546,"TILEFISH, GOLDEN",303868,265877.76006348926,76,FALSE
1985,168566,COBIA,96518,75623.46668846562,127,FALSE
1985,168609,"JACK, CREVALLE",1152145.0000000002,188839.7823606845,71,FALSE
1985,168612,"RUNNER, BLUE",1007630.9999999998,201394.28090696415,33,FALSE
1985,168848,"SNAPPER, GRAY",385171.99999999994,509915.449485483,123,FALSE
1985,168849,"SNAPPER, MUTTON",148017,223999.46013596404,57,FALSE
1985,168852,"SNAPPER, BLACKFIN",2676,3271,5,FALSE
1985,168853,"SNAPPER, RED",4007988,8183620.065934066,181,FALSE
1985,168860,"SNAPPER, LANE",47991.99999999999,44429.91108417805,62,FALSE
1985,168861,"SNAPPER, SILK",1916,1654,1,TRUE
1985,168899,"SNAPPER, BLACK",680,1153,4,FALSE
1985,168902,"SNAPPER, QUEEN",3674,6519,1,TRUE
1985,168907,"SNAPPER, YELLOWTAIL",435834,724642.3492168473,56,FALSE
1985,168909,"SNAPPER, VERMILION",1395789,2196739.789689034,90,FALSE
1985,169007,TRIPLETAIL,870,401,8,FALSE
1985,169290,"DRUM, RED",6342733,4021262,222,FALSE
1985,170566,HOGFISH,20580,18357.513314890883,45,FALSE
1985,172401,"TUNA, SKIPJACK",400,500,1,TRUE
1985,172402,"TUNA, LITTLE TUNNY",13400,2020,1,TRUE
1985,172421,"TUNA, BLUEFIN",152894,407464.99999999994,15,FALSE
1985,172423,"TUNA, YELLOWFIN",3251004.106935386,4075106.2358589433,46,FALSE
1985,172427,"TUNA, BLACKFIN",28804.998870056494,18574.873446327685,30,FALSE
1985,172428,"TUNA, BIGEYE",23888.10805564542,57837.6941119379,11,FALSE
1985,172436,"MACKEREL, SPANISH",2056695,673662.0022785566,152,FALSE
1985,172451,WAHOO,11000,10424.6,44,FALSE
1985,172482,SWORDFISH,1085260.1086888122,2998690.6537523167,47,FALSE
1985,172488,SAILFISH,86,64,1,TRUE
1985,172491,"MARLIN, BLUE",11967,6145,11,FALSE
1985,768126,"MARLIN, WHITE",20607,12561,19,FALSE
1986,159916,"SHARK, THRESHER",154,80,1,TRUE
1986,159924,"SHARK, MAKO, SHORTFIN",2626,1564,4,FALSE
1986,167687,"BASS, BLACK SEA",55,27,1,TRUE
1986,167695,"GROUPER, GOLIATH",103780.58642092434,7106.181151536251,61,FALSE
1986,167696,"HIND, ROCK",256,329,2,TRUE
1986,167698,"HIND, SPECKLED",1251,1420,3,FALSE
1986,167699,"GROUPER, YELLOWEDGE",1113313.9643234995,858679.7201932858,52,FALSE
1986,167700,"HIND, RED",483,663,2,TRUE
1986,167702,"GROUPER, RED",7417101.562410617,1973994.4223129197,176,FALSE
1986,167704,"GROUPER, WARSAW",222358.8,101453.2,61,FALSE
1986,167705,"GROUPER, SNOWY",112575.0200167269,36391.61956749007,48,FALSE
1986,167706,"GROUPER, NASSAU",5450.584445554446,6.237662337662339,23,FALSE
1986,167744,"GROUPER, MARBLED",2801,3325,4,FALSE
1986,167759,"GROUPER, GAG",873394.1905063291,275246.657278481,76,FALSE
1986,167760,"GROUPER, BLACK",1275679.5449875274,442509.9380925436,178,FALSE
1986,167762,"GROUPER, YELLOWMOUTH",96,139,1,TRUE
1986,167763,SCAMP,387411.53641544114,201141.03420036763,136,FALSE
1986,167764,"GROUPER, YELLOWFIN",480169.6680162885,96245.2285534225,44,FALSE
1986,168543,"TILEFISH, BLUELINE",109632.32,15766.8,66,FALSE
1986,168546,"TILEFISH, GOLDEN",291687.8414558515,96318.06969470218,57,FALSE
1986,168566,COBIA,135842.19546468864,53961.64207878825,172,FALSE
1986,168609,"JACK, CREVALLE",1087793.2944412748,6783.618585459287,78,FALSE
1986,168612,"RUNNER, BLUE",508480.9186782283,41959.215490977265,40,FALSE
1986,168689,"AMBERJACK, GREATER",911609.92,26537.98,142,FALSE
1986,168791,DOLPHIN,417992.4,56148.8,126,FALSE
1986,168848,"SNAPPER, GRAY",447569.83780512254,129513.65294959708,179,FALSE
1986,168849,"SNAPPER, MUTTON",175577.72577193298,65183.479910420865,99,FALSE
1986,168852,"SNAPPER, BLACKFIN",5840,6139,6,FALSE
1986,168853,"SNAPPER, RED",3770840.019668203,5492192.662442396,234,FALSE
1986,168858,"SNAPPER, MAHOGANY",14,13,1,TRUE
1986,168860,"SNAPPER, LANE",59215.548778421755,14935.388534700549,99,FALSE
1986,168861,"SNAPPER, SILK",19008.198602648485,3444.0372490706304,46,FALSE
1986,168899,"SNAPPER, BLACK",5210,7096,7,FALSE
1986,168902,"SNAPPER, QUEEN",17561,25377,5,FALSE
1986,168907,"SNAPPER, YELLOWTAIL",521025.1007159008,115823.24268734465,93,FALSE
1986,168909,"SNAPPER, VERMILION",1760743.8204487422,1198994.0386189257,90,FALSE
1986,168913,WENCHMAN,5,4,1,TRUE
1986,169007,TRIPLETAIL,1806,845,16,FALSE
1986,169290,"DRUM, RED",14131589.48,8605672.62,254,FALSE
1986,170566,HOGFISH,24603.03744105141,3822.4796353562683,62,FALSE
1986,172401,"TUNA, SKIPJACK",1183.7021309931322,0.5,12,FALSE
1986,172402,"TUNA, LITTLE TUNNY",187452,14028.96,44,FALSE
1986,172419,"TUNA, ALBACORE",433.5,574,4,FALSE
1986,172421,"TUNA, BLUEFIN",241266.71133615365,529822.8,25,FALSE
1986,172423,"TUNA, YELLOWFIN",7495384.75,5631240.57,57,FALSE
1986,172427,"TUNA, BLACKFIN",74416.7667435473,43837.03952603965,74,FALSE
1986,172428,"TUNA, BIGEYE",20012,1714,22,FALSE
1986,172435,"MACKEREL, KING",1687404.16,111427,110,FALSE
1986,172436,"MACKEREL, SPANISH",3096833.3521634224,185149.05077693082,223,FALSE
1986,172437,CERO,12,2.7,2,TRUE
1986,172451,WAHOO,26808.122796352585,8321.475370999464,73,FALSE
1986,172482,SWORDFISH,695214.1155981334,757217.0372120724,52,FALSE
1986,172491,"MARLIN, BLUE",29857.142447133865,5880.446998017559,31,FALSE
1986,172502,"SPEARFISH, LONGBILL",140,2.4,3,FALSE
1986,768126,"MARLIN, WHITE",78691.45462232243,17483.25,33,FALSE
1987,159903,"SHARK, WHITE",246,102,1,TRUE
1987,159916,"SHARK, THRESHER",6028,4206,6,FALSE
1987,159921,"SHARK, THRESHER, BIGEYE",451,177,1,TRUE
1987,159924,"SHARK, MAKO, SHORTFIN",27615,25097,14,FALSE
1987,160189,"SHARK, TIGER",569,187,1,TRUE
1987,160289,"SHARK, SANDBAR",9953,2601,1,TRUE
1987,160318,"SHARK, BLACKTIP",9594,3681,7,FALSE
1987,167687,"BASS, BLACK SEA",211,180,1,TRUE
1987,167695,"GROUPER, GOLIATH",95455.54656404785,6965.122198430235,69,FALSE
1987,167696,"HIND, ROCK",404,517,3,FALSE
1987,167698,"HIND, SPECKLED",1346,1654,4,FALSE
1987,167699,"GROUPER, YELLOWEDGE",1093913.0583143965,843302.964149288,70,FALSE
1987,167700,"HIND, RED",184,228,3,FALSE
1987,167702,"GROUPER, RED",7816176.699794048,2087724.4736060349,191,FALSE
1987,167704,"GROUPER, WARSAW",221834.64747580045,169984.42128071483,72,FALSE
1987,167705,"GROUPER, SNOWY",120055.1623076923,62827.710448355785,47,FALSE
1987,167706,"GROUPER, NASSAU",13929.9,37.1,24,FALSE
1987,167744,"GROUPER, MARBLED",830,1020,3,FALSE
1987,167759,"GROUPER, GAG",785260.3700686948,436331.856673209,72,FALSE
1987,167760,"GROUPER, BLACK",1236520.1455624653,254539.36105089472,196,FALSE
1987,167763,SCAMP,361704.81607476634,216697.29626168223,139,FALSE
1987,167764,"GROUPER, YELLOWFIN",32247.143725490194,5747.061437908496,36,FALSE
1987,168543,"TILEFISH, BLUELINE",194542.88,36652.090000000004,74,FALSE
