"indicator","Sea Bottom Temperature"
"unit","Anomaly (°C)"
"extent","US Gulf EEZ"
"2005-12","-0.277374654870027"
"2006-01","0.0458319586695932"
"2006-02","-0.0191871386345266"
"2006-03","0.153980444836543"
"2006-04","0.220238534058588"
"2006-05","0.159764607455454"
"2006-06","0.0522371434289095"
"2006-07","0.0881021158125002"
"2006-08","0.300440067484203"
"2006-09","0.181001177695084"
"2006-10","0.0461618836832063"
"2006-11","-0.264729317722862"
"2006-12","-0.135192308090906"
"2007-01","0.306784751857483"
"2007-02","-0.237806992850972"
"2007-03","-0.0583925258934741"
"2007-04","-0.0514210784320763"
"2007-05","0.0576273946425729"
"2007-06","0.147671215573418"
"2007-07","0.232303553661474"
"2007-08","0.273444493130475"
"2007-09","0.196374874344889"
"2007-10","0.124569191468515"
"2007-11","-0.122864498593975"
"2007-12","0.229229739917796"
"2008-01","0.0718634224037942"
"2008-02","0.2844995178964"
"2008-03","-0.050059054848699"
"2008-04","0.051191551343349"
"2008-05","-0.00498676835005796"
"2008-06","0.246036018638863"
"2008-07","0.25972326672677"
"2008-08","-0.08073549938198"
"2008-09","0.0211427010467204"
"2008-10","-0.136133491056473"
"2008-11","-0.555995189349764"
"2008-12","-0.509847904971274"
"2009-01","0.0231435983955812"
"2009-02","-0.285974681273089"
"2009-03","-0.19331880140648"
"2009-04","-0.235354892666916"
"2009-05","-0.0106596534302046"
"2009-06","-0.00163602555071662"
"2009-07","-0.155372266901777"
"2009-08","-0.0269260903361257"
"2009-09","0.159473613921088"
"2009-10","0.274048870618026"
"2009-11","0.149567865213735"
"2009-12","-0.213426621342686"
"2010-01","-0.916933103651051"
"2010-02","-0.777940844682092"
"2010-03","-1.05269609759973"
"2010-04","-0.656352910738121"
"2010-05","-0.367541334009235"
"2010-06","-0.285444926469305"
"2010-07","-0.273444216080962"
"2010-08","-0.372757347580258"
"2010-09","-0.24026587231613"
"2010-10","-0.364308669711898"
"2010-11","-0.321918957272636"
"2010-12","-0.851770010465366"
"2011-01","-1.04585815427533"
"2011-02","-0.911825416439211"
"2011-03","-0.342553855473426"
"2011-04","-0.128389812649287"
"2011-05","-0.349966170618663"
"2011-06","-0.236644488280485"
"2011-07","-0.14535845924825"
"2011-08","-0.0689958009525569"
"2011-09","-0.164656369505042"
"2011-10","-0.433880138595187"
"2011-11","-0.498987766468575"
"2011-12","-0.267073848013359"
"2012-01","0.117682089924191"
"2012-02","0.290898646112472"
"2012-03","0.520787368772066"
"2012-04","0.464044913635002"
"2012-05","0.209769567784658"
"2012-06","0.00558363418214647"
"2012-07","0.219965926975313"
"2012-08","-0.00566167541597906"
"2012-09","-0.142564665469138"
"2012-10","-0.0912225678301102"
"2012-11","-0.240667574835481"
"2012-12","0.228067194392164"
"2013-01","0.16418629598439"
"2013-02","0.397022285807097"
"2013-03","-0.213154421401738"
"2013-04","-0.297088103257884"
"2013-05","-0.4897613359372"
"2013-06","-0.194511494737267"
"2013-07","-0.310191085243682"
"2013-08","-0.40835264237802"
"2013-09","-0.134862672172437"
"2013-10","-0.0229830614535871"
"2013-11","-0.10169135101045"
"2013-12","-0.0749867123720573"
"2014-01","-0.351061544887836"
"2014-02","-0.270296097658175"
"2014-03","-0.267734912240186"
"2014-04","-0.394326692829786"
"2014-05","-0.195323765360349"
"2014-06","-0.0972248864621257"
"2014-07","-0.309160670653126"
"2014-08","-0.228050838834452"
"2014-09","0.110780025297094"
"2014-10","0.008405429234978"
"2014-11","-0.454524832303072"
"2014-12","-0.0488734419397865"
"2015-01","0.114773698830422"
"2015-02","-0.212111024030138"
"2015-03","-0.207178795887918"
"2015-04","0.109735572728223"
"2015-05","0.169019178989869"
"2015-06","0.251690538950054"
"2015-07","-0.0195382470947365"
"2015-08","-0.0355085590275053"
"2015-09","-0.147136777428319"
"2015-10","-0.0857000989528292"
"2015-11","0.524477070808235"
"2015-12","0.755415748480923"
"2016-01","0.567371044677929"
"2016-02","0.133324873923906"
"2016-03","0.241457404448093"
"2016-04","0.269804409457336"
"2016-05","0.366390598020194"
"2016-06","0.244047615018431"
"2016-07","0.149903140896619"
"2016-08","-0.0378884263809756"
"2016-09","0.0774224497710243"
"2016-10","0.157878827792509"
"2016-11","0.479094149169393"
"2016-12","0.544210411351052"
"2017-01","0.826163234723504"
"2017-02","0.832124605437651"
"2017-03","0.615470790923204"
"2017-04","0.57287811201147"
"2017-05","0.243426862700158"
"2017-06","0.142199150434305"
"2017-07","0.312014521539057"
"2017-08","0.147214134470312"
"2017-09","-0.412351866538092"
"2017-10","0.128466100039253"
"2017-11","0.047463247878218"
"2017-12","0.100505986241537"
"2018-01","-0.526807931716727"
"2018-02","0.0268697143741274"
"2018-03","0.298777505408491"
"2018-04","0.164962010526649"
"2018-05","-0.0590909677131553"
"2018-06","-0.075148526150933"
"2018-07","-0.0860196647238194"
"2018-08","-0.270212850302642"
"2018-09","-0.117607977975176"
"2018-10","0.44999695190076"
"2018-11","0.248244551346749"
"2018-12","-0.0548624236492099"
"2019-01","0.0851897255692524"
"2019-02","0.139260271848586"
"2019-03","0.31199910554056"
"2019-04","0.159448684283262"
"2019-05","0.289272004108268"
"2019-06","0.273579038009995"
"2019-07","0.0896531040269259"
"2019-08","0.0204760018737336"
"2019-09","0.201457065774248"
"2019-10","0.594784392831826"
"2019-11","0.0139725079019382"
"2019-12","0.19551250112441"
"2020-01","0.353012134863572"
"2020-02","0.31496364854759"
"2020-03","0.401675305860278"
"2020-04","0.625488643499606"
"2020-05","0.187317166966302"
"2020-06","0.263141171146065"
"2020-07","0.114963412699716"
"2020-08","0.245229291415145"
"2020-09","0.247373122220919"
"2020-10","0.150342117416397"
"2020-11","0.30556027974311"
"2020-12","-0.158025598987447"
"2021-01","-0.208540205144118"
"2021-02","-0.120773328877609"
"2021-03","0.124551260342274"
"2021-04","0.15154706356299"
"2021-05","0.103639090989903"
"2021-06","0.0789425385329245"
"2021-07","0.07316432404658"
"2021-08","0.29435687689508"
"2021-09","0.122780964552424"
"2021-10","0.241918157059512"
"2021-11","-0.0329015375746078"
"2021-12","0.5692551066339"
"2022-01","0.621400194941923"
"2022-02","-0.015078359460917"
"2022-03","0.163214902576389"
"2022-04","0.187998824403811"
"2022-05","0.51298820096132"
"2022-06","0.490659431680839"
"2022-07","0.523814527377928"
"2022-08","0.510504721908626"
"2022-09","0.409930106889284"
"2022-10","-0.269474433852073"
"2022-11","0.0589648403205487"
"2022-12","0.333672724999015"
"2023-01","0.563082354369497"
"2023-02","0.756270795548653"
"2023-03","0.901715607516097"
"2023-04","0.626614618489658"
"2023-05","0.379359066445115"
"2023-06","0.267315300276733"
"2023-07","0.301673566594415"
"2023-08","0.409250846532338"
"2023-09","0.501972500362214"
"2023-10","0.133860969547824"
"2023-11","0.175363051487622"
"2023-12","0.0531775121098246"
"2024-01","-0.157982075713679"
"2024-02","-0.049699128986628"
"2024-03","0.275470308071528"
"2024-04","0.306921754045717"
"2024-05","0.554597599836427"
"2024-06","0.683089932850773"
"2024-07","0.769898058803529"
"2024-08","0.514945497944373"
"2024-09","0.398988282144828"
"2024-10","0.317767832887965"
"2024-11","0.828681597923444"
"2024-12","0.133534029441563"
"2025-01","-0.0629501204582272"
"2025-02","-0.224554387264824"
"2025-03","0.175469689049343"
"2025-04","0.327156787890441"
"2025-05","0.422682748926128"
"2025-06","0.496147476553976"
"2025-07","0.349279658791881"
"2025-08","0.413238386430383"
"2025-09","0.324376439444601"
"2025-10","0.388147431106413"
"2025-11","0.237969741370808"
"2025-12","0.289803982535526"
