"indicator","Sea Level Rise"
"unit","Change in mean sea level (mm)"
"extent","Gulf of America"
"2016.1431","70.04"
"2016.144","86.65"
"2016.1702","66.78"
"2016.171","82.91"
"2016.1937","52.66"
"2016.1985","66.33"
"2016.2246","55.19"
"2016.2255","61.21"
"2016.2511","55.82"
"2016.2515","58.76"
"2016.2787","71.03"
"2016.2796","84.17"
"2016.3056","105.81"
"2016.3066","111.1"
"2016.333","119.71"
"2016.3338","109.7"
"2016.3602","117.01"
"2016.361","104.57"
"2016.3875","84.58"
"2016.3883","81.12"
"2016.4145","73.84"
"2016.415","73.8"
"2016.442","94.63"
"2016.4427","83.46"
"2016.469","89.23"
"2016.4694","77.25"
"2016.4959","89.58"
"2016.4965","81.37"
"2016.5231","82.07"
"2016.5237","84.22"
"2016.5502","113.52"
"2016.5509","100.39"
"2016.5774","106.32"
"2016.5785","90.77"
"2016.6043","103.54"
"2016.6053","79.8"
"2016.6316","65.23"
"2016.6329","53.76"
"2016.6586","79.17"
"2016.6593","70.56"
"2016.6861","94.37"
"2016.6872","70.05"
"2016.7129","79.27"
"2016.7139","77.02"
"2016.7403","76.32"
"2016.7411","91.17"
"2016.7675","76.45"
"2016.7896","123.42"
"2016.7947","93.25"
"2016.8085","99.33"
"2016.8217","112.35"
"2016.8357","117.95"
"2016.8488","113.93"
"2016.8626","108.84"
"2016.8761","114.46"
"2016.8897","87.69"
"2016.9033","74.74"
"2016.9171","54.52"
"2016.9284","74.26"
"2016.9441","82.59"
"2016.9574","102.33"
"2016.9714","94.06"
"2016.9845","107.1"
"2016.9986","94.05"
"2017.0118","112.08"
"2017.0258","124.39"
"2017.039","120.74"
"2017.0524","85.53"
"2017.0658","84.27"
"2017.0798","76.93"
"2017.0932","70.09"
"2017.1071","74.18"
"2017.1204","51.37"
"2017.1343","84.97"
"2017.1476","69.96"
"2017.1611","103.81"
"2017.1747","100.16"
"2017.1881","94.6"
"2017.2019","73.23"
"2017.2041","125.46"
"2017.2291","60.71"
"2017.2514","88.14"
"2017.2561","76.05"
"2017.2699","89.67"
"2017.2833","81.24"
"2017.2969","109.87"
"2017.3105","87.96"
"2017.3239","108.56"
"2017.3375","85.49"
"2017.3526","75.36"
"2017.3646","61.92"
"2017.3713","66.28"
"2017.3917","71.88"
"2017.4189","80.61"
"2017.4462","81.59"
"2017.4734","86.05"
"2017.5006","88.53"
"2017.5275","81.56"
"2017.5548","66.43"
"2017.582","100.6"
"2017.6089","83.56"
"2017.6361","54.85"
"2017.6632","58.35"
"2017.6907","60.44"
"2017.7178","42.01"
"2017.7449","71.97"
"2017.7717","113.28"
"2017.7993","110.27"
"2017.8262","43.49"
"2017.8535","47.83"
"2017.8804","86.14"
"2017.9076","75.22"
"2017.9348","73.86"
"2017.9619","45.47"
"2017.9889","52.6"
"2018.0161","60.75"
"2018.0436","56.94"
"2018.0707","61.94"
"2018.0976","84.68"
"2018.1248","86.56"
"2018.152","63.81"
"2018.1791","92.79"
"2018.2061","69.75"
"2018.2335","85.95"
"2018.2606","111.77"
"2018.2879","76.98"
"2018.3149","42.95"
"2018.342","42.3"
"2018.3692","65.65"
"2018.3962","80.58"
"2018.4233","57.49"
"2018.4508","53.12"
"2018.4781","46.81"
"2018.5051","63.66"
"2018.5316","63.77"
"2018.5591","57.76"
"2018.5868","79.84"
"2018.613","73.15"
"2018.6406","69.65"
"2018.6678","76.85"
"2018.6946","99.82"
"2018.7221","88.7"
"2018.7494","61.14"
"2018.7764","108.98"
"2018.8035","90.17"
"2018.8307","59.04"
"2018.8573","48.75"
"2018.8851","69.62"
"2018.9121","59.68"
"2018.9392","61.54"
"2018.9664","56.4"
"2018.9933","61.54"
"2019.0208","61.77"
"2019.0479","81.63"
"2019.0754","85.34"
"2019.1023","117.41"
"2019.1294","96.64"
"2019.1462","79.09"
"2019.1879","95.31"
"2019.211","99.35"
"2019.2379","101.48"
"2019.2576","101.72"
"2019.2923","61.59"
"2019.3194","80.16"
"2019.3466","106.04"
"2019.3737","119.72"
"2019.4007","105.1"
"2019.428","111.65"
"2019.4554","100.13"
"2019.4823","98.19"
"2019.5094","108.17"
"2019.5365","101.14"
"2019.564","107.36"
"2019.5909","90.11"
"2019.6182","74.05"
"2019.6452","76.61"
"2019.672","84.84"
"2019.6997","88"
"2019.7268","101.16"
"2019.7538","131.83"
"2019.7808","170.62"
"2019.8088","135.25"
"2019.8352","123.61"
"2019.862","127.74"
"2019.8895","125.71"
"2019.9167","94.64"
"2019.9439","88.04"
"2019.9708","72.04"
"2019.9981","82.58"
"2020.0253","108.79"
"2020.0524","145"
"2020.0741","123.09"
"2020.1055","86.97"
"2020.1339","127.74"
"2020.161","116.66"
"2020.188","98.59"
"2020.2153","99.88"
"2020.2424","101.18"
"2020.2695","112.1"
"2020.2967","131.04"
"2020.3239","110.11"
"2020.351","86.44"
"2020.3783","77.41"
"2020.4052","105.84"
"2020.4327","140.82"
"2020.459","130.29"
"2020.4869","105.18"
"2020.5144","92.41"
"2020.5409","73.47"
"2020.5684","100.95"
"2020.5956","92.8"
"2020.6219","80.96"
"2020.6497","91.41"
"2020.6768","93.5"
"2020.7042","93.36"
"2020.7312","140.48"
"2020.7587","87.05"
"2020.7856","83.77"
"2020.8111","83.05"
"2020.841","82.94"
"2020.8668","120.1"
"2020.894","110.43"
"2020.9212","74.18"
"2020.9483","55.04"
"2020.9752","72.66"
"2020.9754","73.58"
"2021.0026","54.78"
"2021.0295","62.44"
"2021.0296","59.63"
"2021.0568","53.93"
"2021.0569","55.87"
"2021.0838","77"
"2021.0841","79.53"
"2021.1111","102.38"
"2021.1383","96.18"
"2021.1384","88.94"
"2021.1654","80.34"
"2021.1655","78.77"
"2021.1926","105.42"
"2021.2196","92.99"
"2021.2207","94.72"
"2021.2465","99.14"
"2021.2468","89.41"
"2021.2741","96.36"
"2021.3008","124.19"
"2021.3012","126.94"
"2021.3284","99.8"
"2021.3291","104.33"
"2021.3554","68.78"
"2021.3555","70.03"
"2021.3827","94.75"
"2021.383","102.86"
"2021.4098","77.49"
"2021.4369","98.4"
"2021.437","103.45"
"2021.4644","104.49"
"2021.4645","105.5"
"2021.4899","84.42"
"2021.491","81.6"
"2021.5178","85.6"
"2021.5184","77.48"
"2021.5455","93.54"
"2021.5456","91.26"
"2021.5727","81.43"
"2021.5999","85.51"
"2021.6","94.2"
"2021.6269","105.85"
"2021.627","89.55"
"2021.6542","98.31"
"2021.6815","78.35"
"2021.6821","74.39"
"2021.7085","93.95"
"2021.7086","81.32"
"2021.7357","85.17"
"2021.7358","93.47"
"2021.7625","89.71"
"2021.7627","81.79"
"2021.7899","101.64"
"2021.79","105.12"
"2021.8169","111.84"
"2021.817","111.49"
"2021.8442","86.29"
"2021.8713","100.81"
"2021.8714","97.6"
"2021.8985","90.61"
"2021.9256","92.89"
"2021.9527","90.73"
"2021.9528","89.66"
"2021.98","95.7"
"2022.0069","121.19"
"2022.0071","116.68"
"2022.0339","120.1"
"2022.0614","120.03"
"2022.0884","151.72"
"2022.0886","153.72"
"2022.1157","123.08"
"2022.1427","126.57"
"2022.1429","133.2"
"2022.1701","110.7"
"2022.197","96.96"
"2022.1971","104.46"
"2022.2241","104.93"
"2022.2243","113.54"
"2022.2514","71.19"
"2022.2786","65.32"
"2022.3058","82.67"
"2022.3192","49.1"
"2022.333","78.38"
"2022.3385","78.93"
"2022.3598","115.87"
"2022.3655","130.53"
"2022.3875","141.54"
"2022.3927","115.92"
"2022.4145","136.99"
"2022.4198","121.86"
"2022.4418","125.78"
"2022.447","110.75"
"2022.4688","130.89"
"2022.474","126.3"
"2022.4964","128.1"
"2022.5015","122.7"
"2022.5228","89.17"
"2022.5285","114.45"
"2022.5501","100"
"2022.5558","145.54"
"2022.5772","127.05"
"2022.5827","164.24"
"2022.6043","114.04"
"2022.6099","144.94"
"2022.6323","105.58"
"2022.6374","106.07"
"2022.659","105.88"
"2022.6643","111.77"
"2022.6859","119.93"
"2022.6915","115.22"
"2022.7131","138.08"
"2022.7184","116.22"
"2022.7403","124.75"
"2022.7459","111.78"
"2022.7675","106.06"
"2022.7726","109.63"
"2022.7945","109.64"
"2022.8002","97.87"
"2022.8215","103.4"
"2022.8271","98.23"
"2022.8486","111.03"
"2022.8541","117.08"
"2022.8759","134.35"
"2022.8813","145.43"
"2022.9029","123.02"
"2022.9084","145.62"
"2022.9302","109.39"
"2022.9337","162.42"
"2022.9573","151.16"
"2022.9614","171.04"
"2022.9848","153.21"
"2022.9884","175.78"
"2023.0116","151.42"
"2023.0157","170.83"
"2023.0388","146.65"
"2023.0427","155.66"
"2023.0661","164.13"
"2023.0714","154.04"
"2023.0929","157.6"
"2023.0986","158.83"
"2023.1203","132.15"
"2023.126","140.56"
"2023.1474","107.73"
"2023.1528","115.72"
"2023.1743","129.06"
"2023.1798","152.65"
"2023.2013","185.68"
"2023.2072","169.46"
"2023.2286","146.93"
"2023.2343","154.62"
"2023.2559","135.48"
"2023.2614","147.55"
"2023.2831","148.11"
"2023.2887","126.28"
"2023.3103","129.56"
"2023.3158","110.87"
"2023.3379","120.18"
"2023.3428","97.48"
"2023.3642","124.74"
"2023.3696","117.61"
"2023.3922","126.74"
"2023.3974","118.41"
"2023.4187","135.68"
"2023.4239","126.86"
"2023.4466","133.81"
"2023.4515","125.68"
"2023.473","131.86"
"2023.4785","129.07"
"2023.5001","139.43"
"2023.506","130.42"
"2023.5274","132.34"
"2023.5326","125.34"
"2023.5546","135.22"
"2023.56","130.79"
"2023.5812","116.65"
"2023.5871","110.83"
"2023.6091","105.65"
"2023.6141","111.18"
"2023.6364","81.43"
"2023.6417","109.37"
"2023.6631","123.74"
"2023.6687","99.96"
"2023.69","103.67"
"2023.6959","95.63"
"2023.7183","84.34"
"2023.7232","91.08"
"2023.7446","110.46"
"2023.7503","153.29"
"2023.7718","128.74"
"2023.7774","134.96"
"2023.7988","91.47"
"2023.8044","123.49"
"2023.826","130.28"
"2023.8315","122.38"
"2023.8528","121.23"
"2023.8585","126.87"
"2023.8804","103.71"
"2023.8859","103.27"
"2023.9076","98.9"
"2023.9128","102.82"
"2023.9348","93.34"
"2023.9401","99.45"
"2023.962","134.69"
"2023.9674","115.37"
"2023.9889","109.14"
"2023.9944","100.12"
"2024.016","94.04"
"2024.0216","104.08"
"2024.0432","104.99"
"2024.0488","93.29"
"2024.0702","96.67"
"2024.0758","77.24"
"2024.0977","105.07"
"2024.103","105.1"
"2024.1241","105.16"
"2024.1303","100.13"
"2024.1519","97.97"
"2024.1573","111.57"
"2024.179","84.97"
"2024.1845","98.26"
"2024.2061","91.8"
"2024.2116","93.39"
"2024.2337","114.45"
"2024.2388","106.22"
"2024.2604","90.17"
"2024.2659","90.09"
"2024.2875","77.15"
"2024.293","92.22"
"2024.3148","90"
"2024.3201","97.23"
"2024.3419","86.49"
"2024.3473","85.34"
"2024.3691","92.6"
"2024.3745","103.95"
"2024.3963","112.11"
"2024.4016","115.85"
"2024.4234","98.48"
"2024.4285","121.03"
"2024.4504","105.46"
"2024.4555","140.72"
"2024.4776","142.7"
"2024.4832","140.29"
"2024.5042","104.69"
"2024.5108","131.94"
"2024.5319","103.46"
"2024.5374","114.32"
"2024.5595","116.48"
"2024.5645","102.8"
"2024.5861","113.12"
"2024.5916","97.04"
"2024.6137","96.58"
"2024.6187","97.03"
"2024.6405","95.46"
"2024.646","105.25"
"2024.6675","121.47"
"2024.6732","132.63"
"2024.6948","155.73"
"2024.7002","157.61"
"2024.7221","129.78"
"2024.7273","146.52"
"2024.7491","142.1"
"2024.7544","118.14"
"2024.7766","153.66"
"2024.7818","125.02"
"2024.8034","142.73"
"2024.8088","117.55"
"2024.8306","121.5"
"2024.8361","126"
"2024.8576","158.85"
"2024.8633","132.14"
"2024.885","142.21"
"2024.8902","127.41"
"2024.9122","80.59"
"2024.9175","104.06"
"2024.9391","95.83"
"2024.9447","104.48"
"2024.9663","131.55"
"2024.9718","120.11"
"2024.9935","119.35"
"2024.9989","124.07"
"2025.0205","116.05"
"2025.0207","99.01"
"2025.0475","115.39"
"2025.0749","90.31"
"2025.1022","99.37"
"2025.1266","117.35"
