"lon","lat","elevation","sector","color"
-96.275,26.475,-422.1875,"West","#e63946"
-96.2583333333333,26.475,-485.875,"West","#e63946"
-96.5416666666667,26.4916666666667,-71.625,"West","#e63946"
-96.525,26.4916666666667,-73.375,"West","#e63946"
-96.5083333333333,26.4916666666667,-77.0625,"West","#e63946"
-96.4916666666667,26.4916666666667,-79.8125,"West","#e63946"
-96.475,26.4916666666667,-83,"West","#e63946"
-96.4583333333333,26.4916666666667,-85.5,"West","#e63946"
-96.4416666666667,26.4916666666667,-87.4375,"West","#e63946"
-96.425,26.4916666666667,-91.75,"West","#e63946"
-96.4083333333333,26.4916666666667,-97,"West","#e63946"
-96.3916666666667,26.4916666666667,-103.75,"West","#e63946"
-96.375,26.4916666666667,-110.0625,"West","#e63946"
-96.3583333333333,26.4916666666667,-126.4375,"West","#e63946"
-96.3416666666667,26.4916666666667,-180.9375,"West","#e63946"
-96.325,26.4916666666667,-253.1875,"West","#e63946"
-96.3083333333333,26.4916666666667,-326.875,"West","#e63946"
-96.2916666666667,26.4916666666667,-385.0625,"West","#e63946"
-96.275,26.4916666666667,-441.625,"West","#e63946"
-96.5583333333333,26.5083333333333,-70.3125,"West","#e63946"
-96.5416666666667,26.5083333333333,-72.6875,"West","#e63946"
-96.525,26.5083333333333,-76.6875,"West","#e63946"
-96.5083333333333,26.5083333333333,-80.875,"West","#e63946"
-96.4916666666667,26.5083333333333,-84.0625,"West","#e63946"
-96.475,26.5083333333333,-86.75,"West","#e63946"
-96.4583333333333,26.5083333333333,-88.625,"West","#e63946"
-96.4416666666667,26.5083333333333,-92.0625,"West","#e63946"
-96.425,26.5083333333333,-99,"West","#e63946"
-96.4083333333333,26.5083333333333,-104,"West","#e63946"
-96.3916666666667,26.5083333333333,-108.875,"West","#e63946"
-96.375,26.5083333333333,-116.1875,"West","#e63946"
-96.3583333333333,26.5083333333333,-140.8125,"West","#e63946"
-96.3416666666667,26.5083333333333,-205.5,"West","#e63946"
-96.325,26.5083333333333,-277.4375,"West","#e63946"
-96.3083333333333,26.5083333333333,-353.3125,"West","#e63946"
-96.2916666666667,26.5083333333333,-405.0625,"West","#e63946"
-96.275,26.5083333333333,-451.5,"West","#e63946"
-96.5583333333333,26.525,-72.625,"West","#e63946"
-96.5416666666667,26.525,-76.375,"West","#e63946"
-96.525,26.525,-79.9375,"West","#e63946"
-96.5083333333333,26.525,-83.625,"West","#e63946"
